;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
10317;GBorribilmente.csv;Gutenberg; Grazia Deledda;Dopo il divorzio;1935.0;1901-1950;prosa letteraria;['ah come tutto ciò era bello, orribilmente bello, terribilmente bello!'];;;;
10326;GBterribilmente.csv;Gutenberg; Grazia Deledda;Dopo il divorzio;1935.0;1901-1950;prosa letteraria;['ah come tutto ciò era bello, orribilmente bello, terribilmente bello!'];;;;
10331;GBterribilmente.csv;Gutenberg; Teodoro Pascal;La espressione dei sentimenti dei nostri volatili domestici;1936.0;1901-1950;prosa letteraria;['lisce, quelle del collo si rizzano smisuratamente, l  occhio dapprima languido di languore orientale diventa terribilmente truce, il povero don giovanni del pollaio batte le ali e guarda fisso l  avversario.'];;;;
10333;LLYambo3.txt;Liber Liber;Yambo;Il Corsaro Giallo ovvero I filibustieri della Lumaca;1936.0;1901-1950;prosa letteraria;['allora guglielmo, preso da entusiasmo sublime, gett api  via il cappellaccio, si strapp api  di dosso il mantello, e agitando lo spadone, maraviglioso di audacia e di forza, url api  terribilmente:    ibq  a me, filibustieri della lumaca ace  e voi, soldati di spagna guardate per l ibk ultima volta il corsaro giallo aceaiq .', 'e quei cani dei tuoi vili compagni morranno ace  il corsaro azzurro sa premiare gli amici fedeli e punire terribilmente i traditori.', 'ibm  fece il brigante, torcendo la bocca  ibm  cotesto gingillo  aog  terribilmente pericoloso, e. .', 'ibq  aj, dios mio  ibm  sospir api  l ibk uomo della botte  ibm  io soffro terribilmente il mal di mare.', 'vendicarmi terribilmente ace .'];;;;
10334;GBatterrire.csv;Gutenberg; Gabriele D''Annunzio;San Pantaleone;1937.0;1901-1950;prosa letteraria;['la mole delle carni, per un impeto di passione e di gelosia così terribilmente incomposto che passacantando ne rimase atterrito .'];;;;
10343;GBterribilmente.csv;Gutenberg; Gabriele D''Annunzio;Le Novelle della Pescara;1937.0;1901-1950;prosa letteraria;[', con parole d  amore tra i singhiozzi, con laceramenti così acuti di voce rotta e con una espressione di dolore così terribilmente bestiale che per tutti gli astanti corse un brivido e tutti rivolsero altrove la faccia.'];;;;
10348;GBterribilmente.csv;Gutenberg; Gabriele D''Annunzio;Le Novelle della Pescara;1937.0;1901-1950;prosa letteraria;['il volto contro il volto, ed opprimendolo con tutta la mole delle carni, per un impeto di passione e di gelosia così terribilmente incomposto che passacantando ne rimase atterrito.'];;;;
10363;LLBisi2.txt;Liber Liber;Camilla Bisi;Il mio principe;1937.0;1901-1950;prosa letteraria;['quei pittori, quegli architetti di interni, quei critici d arte, che quando capitavano insieme facevano un gran baccano con le loro discussioni estetiche   e quel che è peggio non compravano nulla   davano terribilmente ai nervi ai due proprietarii.'];;;;
10369;GBterribilmente.csv;Gutenberg; Gabriele D''Annunzio;San Pantaleone;1937.0;1901-1950;prosa letteraria;[', con parole d  amore tra i singhiozzi, con laceramenti così acuti di voce rotta e con una espressione di dolore così terribilmente comica che per tutti li astanti corse un brivido e tutti rivolsero altrove la faccia.'];;;;
10387;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Donne, madonne e bimbi;1938.0;1901-1950;prosa letteraria;['io non ero malvagio, ma i miei re erano terribilmente feroci, e inesorabili.'];;;;
10391;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Trionfi di donna (novelle);1938.0;1901-1950;prosa letteraria;"['di dio; o la purità invocata dal cielo era stata invocata invano  il primogenito, già settenne, era un bambino terribilmente inclinato a insudiciarsi e a insudiciare ; o l  attrito della vita aveva spente o congelate certe gentili fioriture']";;;;
10392;GBterribilmente.csv;Gutenberg; Guido da Verona;Mimi Bluette, fiore del mio giardino: romanzo;1938.0;1901-1950;prosa letteraria;"['gli animali, assaliti e paurosi, prendevano terribilmente la forma del loro scheletro; gli uomini, allucinati, non parlavano più.']";;;;
10393;GBterribilmente.csv;Gutenberg; Guido da Verona;Il Cavaliere dello Spirito Santo: Storia d''una giornata;1938.0;1901-1950;prosa letteraria;"['tenerci con la mano la mano sembra una cosa innocente, ma è terribilmente colpevole; tanto colpevole che a noi sembra talvolta l  infinito amore tutto e solo consistere nel tenersi una mano.']";;;;
10395;GBspaventare.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['ciò che non vuole spegnersi: e più terribilmente di noi questi uccisi amavano la vita.'];;;;
10396;GBspavento.csv;Gutenberg; Guido da Verona;Il Cavaliere dello Spirito Santo: Storia d''una giornata;1938.0;1901-1950;prosa letteraria;"['più che nemico degli altri, sono terribilmente il mio; gli altri mi fanno pena, laddove di me stesso mi sdegno.']";;;;
10397;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['eravate veramente un uomo senza cuore, gelido e sciupato, al quale restava negli occhi, forse nell  anima, qualcosa di terribilmente lontano, che altre portarono via, qualcosa di amaro, di aspro, d  insensibile.'];;;;
10398;GBterribilmente.csv;Gutenberg; Guido da Verona;Il Cavaliere dello Spirito Santo: Storia d''una giornata;1938.0;1901-1950;prosa letteraria;['ma io divago terribilmente , o personaggi della commedia, e non mi ricordo più che voi soffriate per l  impazienza di conoscere con esattezza chi'];;;;
10399;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Gli ingenui;1938.0;1901-1950;prosa letteraria;"['l  uomo pallido e trasognato; e più sono grandi e nobili e più uccidono, e non v  è corruzione di vizio che maceri più terribilmente .']";;;;
10402;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['ho atteso terribilmente questa grande cosa nuova, che forse è nulla.'];;;;
10404;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['e su la folla dei cristiani terribilmente passava la sensazione di dio.'];;;;
10406;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['voleva dire insomma, che per quanto avessi provato a concedergli tutta me stessa, in me c  era un  altra donna che terribilmente non voleva.'];;;;
10455;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Che cosa è l''amore?;1938.0;1901-1950;prosa letteraria;['io, alla vostra età  parlavo con un giovane amico  ero terribilmente romantico ed idealista.'];;;;
10466;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['; sul pergamo apparve la figura di un monaco, tetra e smorta, con occhi freddi come l  argento, in una devastata faccia terribilmente incisa di drammaticità, che mi fece pensare agli occhi fermi, alla bocca perversa, alle piccole mani crudeli del']";;;;
10508;GBterribilmente.csv;Gutenberg; Guido da Verona;Mimi Bluette, fiore del mio giardino: romanzo;1938.0;1901-1950;prosa letteraria;['alla sua fama orribile, si convinse che il gagliardo e bel signore doveva essere, per ragion d  invidia, un uomo terribilmente calunniato.'];;;;
10509;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['pesare, pesare terribilmente su la mia.'];;;;
10519;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Che cosa è l''amore?;1938.0;1901-1950;prosa letteraria;['era una cosa terribilmente piena di mortificazione per la signora: quell  uomo, il prof. marchi, gelido, meccanico, irreprensibile nel vestito'];;;;
10521;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['d  un bicchiere troppo colmo, nella fuggitiva illusione d  una parola d  amore, l  uomo che saprà d  un tratto farle terribilmente male, contorcere fino allo spasimo la sua perduta e bianca nudità.'];;;;
10522;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['eravate veramente un uomo senza cuore, gelido e sciupato, al quale restava negli occhi, forse nell  anima, qualcosa di terribilmente lontano, che altre portarono via, qualcosa di aspro, di amaro, d  insensibile.'];;;;
10523;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['io non pensavo all  amore; pensavo terribilmente a lei, a me.']";;;;
10524;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Che cosa è l''amore?;1938.0;1901-1950;prosa letteraria;['io non ero malvagio, ma i miei re erano terribilmente feroci, e inesorabili.'];;;;
10526;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['anni, pallida, un poco emaciata, con grandi occhi scuri, troppo fissi, ove la giovinezza era già spenta; gli occhi terribilmente lascivi e dolorosi delle pazze in cristo, gli occhi senza umanità ch  ebbero tutte le allucinate, le portatrici di']";;;;
10529;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Il 1859 da Plombières a Villafranca;1938.0;1901-1950;prosa letteraria;['di incomparabile potenza e le disperate grida noi non le abbiamo udite, perchè suonava così giocondamente, così terribilmente la  marsigliese  che non si potevano udire!'];;;;
10531;LLAppelius4.txt;Liber Liber;Mario Appelius;Yu-Ri-Sàn/ la pittrice di crisantemi;1939.0;1901-1950;prosa letteraria;['qualche cosa di terribilmente vago le faceva presentire che il giappone non avrebbe portato fortuna al suo roberto, ma nascondeva la sua ansia perché sentiva che non avrebbe potuto affrontare l argomento senza turbare la serenità del figlio.', 'bianca aveva finito per odiare terribilmente la giapponese come solo sa odiare una madre, ma nascondeva per riguardo verso roberto il suo sentimento sotto un contegno disinvolto, altrettanto freddo che cortese.'];;;;
10564;GBterribilmente.csv;Gutenberg; Annie Vivanti;Gioia!;1941.0;1901-1950;prosa letteraria;['ecco stabilita la superiorità di questo romanzo femminile su tanti romanzi maschili che sono terribilmente noiosi.'];;;;
10565;GBterribilmente.csv;Gutenberg; Annie Vivanti;Naja tripudians;1941.0;1901-1950;prosa letteraria;['ecco stabilita la superiorità di questo romanzo femminile su tanti romanzi maschili che sono terribilmente noiosi.'];;;;
10600;GBterribilmente.csv;Gutenberg; Roberto Bracco;Il piccolo santo: Dramma in cinque atti;1942.0;1901-1950;prosa letteraria;['don fiorenzo  in atto di gettarsi addosso a barbarello, urla terribilmente :  assassino!'];;;;
10617;GBraccapricciare.csv;Gutenberg; Roberto Bracco;Tragedie dell''anima;1942.0;1901-1950;prosa letteraria;['caterina  terribilmente  la morte!'];;;;
10653;GBterribilmente.csv;Gutenberg; F. T. Marinetti;Democrazia futurista: dinamismo politico;1943.0;1901-1950;prosa letteraria;['natura, prese nei lacci e nelle reti delle formole chimiche e meccaniche, e così asservite all  uomo, si vendicano terribilmente , balzandoci alla gola con la selvaggia irruenza dei cani arrabbiati.'];;;;
10657;GBterribilmente.csv;Gutenberg; F. T. Marinetti;Distruzione: Poema Futurista;1943.0;1901-1950;prosa letteraria;['non fosti mai più terribilmente felice!'];;;;
10676;LLYambo4.txt;Liber Liber;Yambo;Viaggi e avventure attraverso il Tempo e lo Spazio;1944.0;1901-1950;prosa letteraria;"['ai poli, come ho accennato, inutile andare; e poi, io, come esploratore, valgo solo per i climi temperati; odio terribilmente il freddo.', 'le acque ruggono terribilmente sgorgando da ogni parte, invadendo vittoriose le valli: il cielo del color della pece è solcato qua e là da strisce di sangue; all orizzonte si disegnano i profili dei monti che si sollevano ancora su l oceano e su i quali si addensano, vespaio immane, che manda un ronzio assordante di grida altissime, invocante misericordia, i poveri uomini colpiti dall ira dei numi.']";;;;
10678;GBterribilmente.csv;Gutenberg; Luigi Barzini;L''Argentina vista come è;1946.0;1901-1950;prosa letteraria;['loro influenze e delle loro relazioni, lo straniero, che non ha nessuno di questi pesi da mettervi, trova la bilancia terribilmente difettosa.'];;;;
10687;diacorisCederna3.txt;DiaCoris;Camilla Cederna;L'educanda di Villa d'Este;1948.0;1901-1950;stampa;['l   impresa era terribilmente difficile , ma ella ci si provò .'];;;;
10692;diacorisVergani1.txt;DiaCoris;Orio Vergani;Guido Da Verona;1949.0;1901-1950;stampa;['era ammalato , terribilmente ammalato : e non lo diceva .'];;;;
