;doc;source;author;title;year;period;text_type;sentence
8598;GBterribilmente.csv;Gutenberg; Cesare Cantù;Gli eretici d''Italia, vol. II;1894.0;1851-1900;prosa letteraria;['de medici, deplorando le vittorie de   turchi, la perdita dell  ungheria, i pericoli d  italia e francia quando terribilmente armavansi quei nemici, intanto che i cristiani compiaceansi della ruina uno dell  altro.']
8608;GBterribilmente.csv;Gutenberg; Heinrich von Treitschke;La Francia dal primo impero al 1871. Volume 1;1895.0;1851-1900;prosa letteraria;"['la furia della guerra, cantata nella georgica di virgilio in modo così terribilmente bello, imperversò ancora sulla terra dopo la morte di cesare; poi il tempio di giano chiuse le porte per molto tempo.']"
8611;GBterribilmente.csv;Gutenberg; Heinrich von Treitschke;La Francia dal primo impero al 1871. Volume 2;1895.0;1851-1900;prosa letteraria;['era riserbato al bonapartismo di oscurare tutti i predecessori, e di illustrare così terribilmente alla democrazia l  effetto a due tagli del suffragio universale, che il ministro repubblicano carnot dovè confessare']
8616;GBterribilmente.csv;Gutenberg; Heinrich von Treitschke;La Francia dal primo impero al 1871. Volume 2;1895.0;1851-1900;prosa letteraria;['più risibile della storia francese, a spazzare adunque gli ultimi rottami del secondo impero: sotto i nostri occhi si è terribilmente adempiuta la parola ammonitrice, che francesi di alto animo avevano da anni rivolta ai propri compatrioti: la francia']
8617;GBterribilmente.csv;Gutenberg; Lewis Carroll;Le avventure d''Alice nel paese delle meraviglie;1897.0;1851-1900;prosa letteraria;['terribilmente feroce!']
8619;it0156.txt;CLiGS Ku;Luigi Capuana;Confessione;1897.0;1851-1900;prosa letteraria;['quando però le vedeva piangere e terribilmente soffrire per le ansietà di un pericolo che le teneva sospese tra la vita e la morte e poteva produrre, tutt a un tratto, una terribile catastrofe da coinvolgere nella rovina parecchie persone   marito, figli, parenti   allora non poteva più ostinarsi a non credere.']
8642;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La carità del prossimo;1899.0;1851-1900;prosa letteraria;['la afferrò alle braccia, le serrò i polsi e scuotendola senza un riguardo, ruggì, accostando a quello di lei il suo volto terribilmente impresso dall  ira:   sciagurata!']
8643;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La testa della vipera;1899.0;1851-1900;prosa letteraria;['urlò terribilmente , o ch  io non mi trattengo più, e lo schiaccio come un verme.']
8644;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La testa della vipera;1899.0;1851-1900;prosa letteraria;['ma egli era terribilmente , dolorosamente geloso di quanti accostassero la ragazza e paressero non tornarle sgraditi.']
8645;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La carità del prossimo;1899.0;1851-1900;prosa letteraria;"['era sì terribilmente turbato che lisa comprese di botto una suprema sciagura essere avvenuta; venne innanzi al padre bianca più che']"
8646;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La plebe, parte IV;1899.0;1851-1900;prosa letteraria;"['in quella entrava il vecchio rigattiere ebreo, la faccia terribilmente sconvolta; stampata entro la mente l  immagine del volto di sua figlia annegata che aveva visto poc  anzi.']"
8647;GBterribilmente.csv;Gutenberg; Elia Benamozegh;Storia degli Esseni: Lezioni;1899.0;1851-1900;prosa letteraria;"['un testo, sul proprio cuore dei giuranti come legge un altro; e dopo aver tutte in un fascio strette le mani ai discepoli, terribilmente prorompe con quella spaventosa imprecazione con cui i leviti sulla montagna di ebal dovevano la vendetta di dio']"
8648;GBterribilmente.csv;Gutenberg; Elia Benamozegh;Storia degli Esseni: Lezioni;1899.0;1851-1900;prosa letteraria;['alla generosa apologia tace r. iosè, ma simone favella, anzi simone rugge, simone tuona e come terribilmente !']
