;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use
8489;GBorribilmente.csv;Gutenberg; Alberto Mario;La camicia rossa: Episodi - Terza edizione riveduta e corretta;1882.0;1851-1900;prosa letteraria;['nel tumulto d  isernia, disse nullo, mutilarono orribilmente gli avversar  presi.'];mutilare orribilmente;Im Tumult von Isernia sagte er nichts, sie verstümmelten ihre Gegner schrecklich;CU
8490;diacorisNencioni1.txt;DiaCoris;Enrico Nencioni / La domenica letteraria;"""Canto nuovo"" e ""Terra vergine"" di Gabriele d'Annunzio";1882.0;1851-1900;stampa;['fra tanti belli e potenti versi stuona orribilmente , al mio orecchio , il verso :   gialla è la canna nel ciel turchino .'];stuonare orribilmente;unter so vielen schönen und mächtigen Versen klingt mir der Vers schrecklich ins Ohr: gelb ist das Schilf am blauen Himmel;BU
8496;diacorisMemini1.txt;DiaCoris;Memini;Mia;1884.0;1851-1900;prosa letteraria;['il padre loria non fece certamente apposta a inquietare e a stancare la duchessa milla , ma certo è che la inquietò e la stancò orribilmente , e il loro colloquio riuscì critico e tempestoso .'];stancare orribilmente;Pater Loria tat es sicherlich nicht absichtlich, um die Herzogin Milla zu stören und zu ermüden, aber es ist sicher, dass er sie fürchterlich störte und ermüdete, und ihre Unterhaltung war kritisch und stürmisch;NU
8496;diacorisMemini1.txt;DiaCoris;Memini;Mia;1884.0;1851-1900;prosa letteraria;['rispose giuliano , colla coscienza di dir cinque parole orribilmente vane e stonate .'];orribilmente vano;antwortete Giuliano, der sich bewusst war, fünf schrecklich eitle und verstimmte Worte gesagt zu haben;NU
8501;LLChelli1.txt;Liber Liber;Gaetano Carlo Chelli;L'eredità Ferramonti;1885.0;1851-1900;prosa letteraria;"['era diventato orribilmente pallido; restava come istupidito.']";orribilmente pallido;"er war schrecklich bleich geworden; er war fassungslos";BU
8504;diacorisGiarelli1.txt;DiaCoris;F. Giarelli / Cronaca Bizantina;Le streghe di Milano;1885.0;1851-1900;stampa;['tutte   sonnambule   , dalla prima all   ultima : e sono non meno di una cinquantina , e vi garantisco , che , non solo non sono sonnambule , perché dormono la loro brava notte come tanti ghiri , ma che altresì , essendo tutte orribilmente brutte non esiste fra esse e satanasso verun patto .'];orribilmente brutto;alle Schlafwandler, vom ersten bis zum letzten: und sie sind nicht weniger als fünfzig, und ich garantiere Ihnen, sie sind nicht nur keine Schlafwandler, weil sie ihre gute Nacht schlafen wie so viele Siebenschläfer, sondern auch das, weil sie alle schrecklich hässlich sind, es gibt keinen Satan ohne Bund;NU
8506;ProsaLett.V.23.Testo.txt;MIDIA;Mario Pratesi;L’eredità;1885.0;1851-1900;prosa letteraria;['quei convalescenti, dopo avergli sorriso e aver barattato con lui qualche parola, come se ne avessero temuto la vicinanza, lo lasciarono solo a tossire orribilmente con la testa appoggiata alle sbarre del finestrone: andandosene si dicevano a bassa voce che ormai per quel povero giovine era finita: e tutti:  povero giovane!'];tossire orribilmente;diese Genesenden, nachdem sie ihn angelächelt und ein paar Worte mit ihm gewechselt hatten, als hätten sie seine Nähe gefürchtet, ließen ihn allein, um fürchterlich zu husten, den Kopf auf die Gitterstäbe des Fensters gestützt: als sie weggingen, sagten sie einander mit leiser Stimme, dass der arme junge Mann nun vorbei sei: und alle: armer junger Mann!;BU
8508;diacorisIntrozzi1.txt;DiaCoris;Gianpietro Introzzi (traduttore);Iginie dei piaceri secondo le età;1886.0;1851-1900;prosa letteraria;['le glandole erano oltremodo gonfie , gli cadevano i capelli a ciocche , la pelle gli si copriva di pustole , il virus straziava orribilmente il povero alfonso .'];straziare orribilmente;seine Drüsen waren extrem geschwollen, sein Haar fiel in Strähnen aus, seine Haut war mit Pusteln übersät, das Virus zerriss den armen Alfonso fürchterlich;BU
8517;GBorribilmente.csv;Gutenberg; Michele Amari;Storia dei musulmani di Sicilia, vol. II;1888.0;1851-1900;prosa letteraria;['la pestilenza e la carestia che in quel tempo desolavan orribilmente l  egitto, aiutarono al precipizio.'];desolare orribilmente;die Pest und die Hungersnot, die Ägypten damals schrecklich verwüsteten, trugen zum Abgrund bei;BU
8518;GBorribilmente.csv;Gutenberg; Michele Amari;Storia dei musulmani di Sicilia, vol. I;1888.0;1851-1900;prosa letteraria;[', furono voltati in latino e pubblicati dal caruso e dal muratori, e a ragione lasciati indietro dal di gregorio: tanto orribilmente il conte carli avea saputo sfigurare quella semplice tavola.'];orribilmente sapere;sie wurden von Caruso und den Maurern ins Lateinische übersetzt und herausgegeben und von di Gregorio zu Recht zurückgelassen: so schrecklich hatte der Graf Carli diese einfache Tafel verunstalten können;NU
8520;GBorribilmente.csv;Gutenberg; Michele Amari;Storia dei musulmani di Sicilia, vol. I;1888.0;1851-1900;prosa letteraria;"['venire alle mani coi diecimila ome adi; e finì che costoro sul campo di battaglia voltaron le spalle, e gli altri furono orribilmente mietuti dal nemico.']";orribilmente mietuto;"mit zehntausend Ome Adi aneinander geraten; und es endete damit, dass diese auf dem Schlachtfeld den Rücken kehrten und die anderen vom Feind schrecklich geerntet wurden";CU
8523;GBorribilmente.csv;Gutenberg; Michele Amari;Storia dei musulmani di Sicilia, vol. I;1888.0;1851-1900;prosa letteraria;[', poste in quei dì fuor le mura: ma lo stuolo che spogliava la chiesa di san paolo, affrontato dai contadini, fu scemato orribilmente , e tutto l  esercito s  ebbe indi a ritrarre.'];scemato orribilmente;die damals außerhalb der Mauern aufgestellt wurden: aber die Menge, die die Kirche von San Paolo, den Bauern gegenüber, ausplünderte, war schrecklich geschwunden, und die ganze Armee musste sich dann zurückziehen;BU
8527;GBorribilmente.csv;Gutenberg; Michele Amari;La guerra del Vespro Siciliano vol. 1: Un periodo delle storie Siciliane del secolo XIII;1888.0;1851-1900;prosa letteraria;"['vinto corradino, il dicemmo, orribilmente vendicavasi il re; ma al superbo animo non bastava.']";orribilmente vendicarsi;"der besiegte Corradino... hat den König schrecklich gerächt; aber es war nicht genug für die stolze Seele";BU
8529;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['le manette e le catene mi facevano soffrire orribilmente , e risentivo nel capo i balzi prodigiosi e gli sbattimenti amorosi della kibitka.'];soffrire orribilmente;die Handschellen und Ketten ließen mich entsetzlich leiden, und ich spürte in meinem Kopf die gewaltigen Sprünge und verliebten Schläge der Kibitka;BU
8532;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['la yurta era orribilmente sudicia e miserabile.'];orribilmente sudicio;Die Jurte war schrecklich dreckig und elend;NU
8533;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Re prega: Romanzo;1889.0;1851-1900;prosa letteraria;['l  impiegato del posto della lotteria, che vide venire quell  uomo orribilmente pallido ed insanguinato, restò sbalordito.'];orribilmente pallido;Der örtliche Lotterieangestellte, der diesen schrecklich blassen und blutigen Mann kommen sah, war fassungslos;BU
8540;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Re prega: Romanzo;1889.0;1851-1900;prosa letteraria;['divenne orribilmente pallido.'];orribilmente pallido;er wurde furchtbar bleich;BU
8544;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;I suicidi di Parigi;1889.0;1851-1900;prosa letteraria;['trovò alla porta nick, che gli ringhiò orribilmente , e sordamente gemè.'];ringhiare orribilmente;er fand Nick an der Tür, der ihn fürchterlich anknurrte und leise stöhnte;BU
8553;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;I suicidi di Parigi;1889.0;1851-1900;prosa letteraria;"['il fatto è che la fisonomia del principe si scomponeva a vista; che i suoi occhi addiventavano orribilmente stralunati; che un pallore cinereo si diluiva sul suo sembiante; che la sua bocca contorcevasi; ch  e   tremava tutto;']";orribilmente stralunato;"Tatsache ist, dass die Physiognomie des Prinzen auf Anhieb zusammenbrach; dass seine Augen schrecklich wild wurden; dass eine aschige Blässe auf seinem Gesicht verdünnt wurde; dass sein Mund sich verzog…";BU
8558;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. II;1889.0;1851-1900;prosa letteraria;['seguì fra lei e suo marito dopo la mia partenza, mi disse, che da quella sera pilato era divenuto invisibile e sembrava orribilmente triste.'];orribilmente triste;...er erzählte mir, dass Pilatus seit diesem Abend unsichtbar geworden sei und schrecklich traurig aussehe;NU
8564;li1442.txt;CLiGS Ro;Ferdinando Petruccelli della Gattina;Il sorbetto della regina;1890.0;1851-1900;prosa letteraria;['gridò bruto orribilmente pallido.'];orribilmente pallido;rief Brutus entsetzlich blaß;BU
8564;li1442.txt;CLiGS Ro;Ferdinando Petruccelli della Gattina;Il sorbetto della regina;1890.0;1851-1900;prosa letteraria;"['gridava una donna dalla faccia e dalla persona orribilmente sudice; vengono fuori or ora dal forno, i biscottini!']";orribilmente sudice;"schrie eine Frau mit einem schrecklich schmutzigen Gesicht und einer Person; die Kekse kommen gerade aus dem Ofen!";NU
8564;li1442.txt;CLiGS Ro;Ferdinando Petruccelli della Gattina;Il sorbetto della regina;1890.0;1851-1900;prosa letteraria;['arrivati al corpo di guardia, lo gettarono in un buco orribilmente fetido e formicolante d insetti, ove non poteva tenersi nè in piedi, nè coricato.'];orribilmente fetido;In der Wache angekommen, warfen sie ihn in ein fürchterlich stinkendes und prickelndes Loch voller Insekten, wo er weder stehen noch liegen konnte;BU
8564;li1442.txt;CLiGS Ro;Ferdinando Petruccelli della Gattina;Il sorbetto della regina;1890.0;1851-1900;prosa letteraria;['mi sentivo più leggero, ma orribilmente triste.'];orribilmente triste;Ich fühlte mich leichter, aber schrecklich traurig;NU
8577;GBorribilmente.csv;Gutenberg; Luigi Amabile;Fra Tommaso Campanella, Vol. 2: la sua congiura, i suoi processi e la sua pazzia;1891.0;1851-1900;prosa letteraria;"['impossibile seguire tutti i particolari di questo processo, condotto a sbalzi per due anni interi, senza intralciare orribilmente la narrazione del processo principale ed anche correre il rischio di non finirla più; ma non possiamo dispensarci dal']";intralciare orribilmente;"unmöglich, alle Einzelheiten dieses Prozesses zu verfolgen, der zwei Jahre lang sprunghaft durchgeführt wurde, ohne die Erzählung des Hauptprozesses schrecklich zu behindern und sogar Gefahr zu laufen, ihn nie zu Ende zu bringen; aber darauf können wir nicht verzichten";NU
8578;diacorisAnonimo1.txt;DiaCoris;Anonimo;Mastro titta / Il boia di Roma. Memorie di un carnefice scritte da lui stesso;1891.0;1851-1900;personale;['pacifico santinelli intanto si impazientiva orribilmente e andava dicendo al suo carceriere che se non gli si apriva la porta un giorno o l   altro l   avrebbe strozzato colle proprie mani .'];impazientire orribilmente;Santinelli war inzwischen schrecklich ungeduldig und sagte seinem Gefängniswärter, wenn er nicht eines Tages die Tür geöffnet hätte, hätte er ihn mit seinen eigenen Händen erdrosselt;NU
8578;diacorisAnonimo1.txt;DiaCoris;Anonimo;Mastro titta / Il boia di Roma. Memorie di un carnefice scritte da lui stesso;1891.0;1851-1900;personale;"['le vene del paziente si gonfiavano orribilmente ; il viso s   era fatto paonazzo , poi quasi nero ; gli occhi gli schizzavano dall   orbita ; la lingua gli usciva per tre quarti dello bocca .']";gonfiare orribilmente;"die Venen des Patienten schwollen fürchterlich an; ihr Gesicht war lila, dann fast schwarz; seine Augen schossen aus ihren Höhlen; Seine Zunge kam zu drei Vierteln aus seinem Mund heraus";BU
8578;diacorisAnonimo1.txt;DiaCoris;Anonimo;Mastro titta / Il boia di Roma. Memorie di un carnefice scritte da lui stesso;1891.0;1851-1900;personale;['quando una passione non ha potuto avere il suo svolgimento nei sensi di una donna questa ne soffre orribilmente , il suo carattere si altera e di leggieri si dà in balìa agli eccessi più mostruosi .'];soffrire orribilmente;wenn eine Leidenschaft sich nicht in den Sinnen einer Frau entfalten konnte, leidet sie entsetzlich, ihr Charakter verändert sich und gibt sich leichtfertig den ungeheuerlichsten Ausschweifungen hin;NU
8578;diacorisAnonimo1.txt;DiaCoris;Anonimo;Mastro titta / Il boia di Roma. Memorie di un carnefice scritte da lui stesso;1891.0;1851-1900;personale;['la lama del pugnale di luigi finocchi , gli aveva orribilmente squarciata la gola e troncata colla jugulare la vita .'];orribilmente squarciato;die Klinge von Luigi Finocchis Dolch hatte ihm schrecklich die Kehle aufgeschlitzt…;CU
8578;diacorisAnonimo1.txt;DiaCoris;Anonimo;Mastro titta / Il boia di Roma. Memorie di un carnefice scritte da lui stesso;1891.0;1851-1900;personale;['in quel momento il torturato soffre orribilmente, perché il peso del corpo disloca le spalle e gli rompe le braccia al di sopra del capo .'];soffrire orribilmente;In diesem Moment leidet der Gefolterte entsetzlich, weil das Gewicht des Körpers seine Schultern verlagert und seine Arme über seinem Kopf brechen;BU
8591;GBorribilmente.csv;Gutenberg; Antonio Ghislanzoni;Racconti politici;1892.0;1851-1900;prosa letteraria;['la società è orribilmente viziata e incadaverita.'];orribilmente viziato;Die Gesellschaft ist schrecklich fehlerhaft und handlungsunfähig;NU
8618;GBorribilmente.csv;Gutenberg; Luigi Gualdo;La gran rivale;1897.0;1851-1900;prosa letteraria;['e forzato gli passava sul labbro, uno di quei sorrisi che fanno male a vedere  e la mia idea fissa mi faceva soffrire orribilmente , l  idea ch  egli non mi ama più.'];soffrire orribilmente;und gezwungen über seine Lippe zu gehen, eines dieser Lächeln, dessen Anblick schmerzte, und meine feste Vorstellung ließ mich schrecklich leiden, die Vorstellung, dass er mich nicht mehr liebt;NU
8621;BibItVerga2.txt;BibIt;Giovanni Verga;Eros;1898.0;1851-1900;prosa letteraria;['tutt a un tratto piantò in volto ad alberto uno sguardo e un sorriso singolari, e gli disse:   ma noi ci compromettiamo orribilmente, mio caro!'];compromettere orribilmente;plötzlich pflanzte er einen einzigartigen Blick und ein Lächeln auf Albertos Gesicht und sagte zu ihm: Aber wir kompromittieren uns fürchterlich, meine Liebe!;NU
8621;BibItVerga2.txt;BibIt;Giovanni Verga;Eros;1898.0;1851-1900;prosa letteraria;['avrebbe fatto peggio, perché m annoiavo orribilmente.'];annoiarsi orribilmente;es wäre schlimmer gewesen, weil ich mich fürchterlich langweilte;NU
8659;GBorribilmente.csv;Gutenberg; Vittorio Bersezio;La plebe, parte IV;1899.0;1851-1900;prosa letteraria;['stralunò gli occhi, rise orribilmente , battè l  aria colle braccia come fa delle ali uccello ferito che non può più levarsi a volo, mandò un grido soffocato, un'];ridere orribilmente;er zuckte mit den Augen, lachte fürchterlich, schlug mit den Armen in die Luft wie ein verwundeter Vogel die Flügel schlägt, der nicht mehr fliegen kann, stieß einen gedämpften Schrei aus…;CU
8665;GBorribilmente.csv;Gutenberg; Elia Benamozegh;Storia degli Esseni: Lezioni;1899.0;1851-1900;prosa letteraria;['giunti che furono ad un laghetto di acqua_  notate che le parole testuali sono orribilmente oscure e i più grandi interpreti eziandio confessano di andarci a tentoni , stese la mano r. josè per raccogliere nel'];orribilmente oscuro;an einem Wasserteich angelangt, stellt man fest, dass die Textwörter schrecklich dunkel sind und die größten Interpreten auch bekennen, dort herumgetastet zu haben, streckte R. Josè seine Hand aus, um welche zu sammeln;BU
8667;GBorribilmente.csv;Gutenberg; Vittorio Bersezio;La plebe, parte I;1899.0;1851-1900;prosa letteraria;['levatosi a sedere sul letto, getta le magre gambe fuori delle coltri per torsi di là, infuocato nelle guancie, gli occhi orribilmente fuor del punto, le mani agitantisi in moto convulso.'];orribilmente fuor del punto;Er saß aufrecht auf dem Bett, warf seine dünnen Beine aus der Oberkörperdecke, brannte in den Wangen, seine Augen waren fürchterlich schief, seine Hände schlugen krampfhaft um sich;BU
8669;GBorribilmente.csv;Gutenberg; Vittorio Bersezio;La plebe, parte III;1899.0;1851-1900;prosa letteraria;"['il sangue torsero convulsamente le pupille, le guancie, divenute d  un rosso cupo, quasi violaceo, si contrassero orribilmente , la bocca piegò tutta a sinistra con una smorfia orribile a vedersi; un suono gutturale uscì da quelle labbra annerite,']";contrarre orribilmente;"das Blut zuckte krampfhaft an den Pupillen, die Wangen, die sich dunkelrot, fast purpurn verfärbt hatten, verzogen sich fürchterlich, der Mund drehte sich ganz nach links mit einer Grimasse, die fürchterlich anzusehen war; ein gutturales Geräusch kam von diesen geschwärzten Lippen";CU
8672;GBorribilmente.csv;Gutenberg; Emilio De Marchi;Nuove storie d''ogni colore;1900.0;1851-1900;prosa letteraria;['a manardi seccava orribilmente di dover procedere per le vie legali, che oltre all  odiosità di un sequestro, fanno perdere un tempo enorme e consumano'];seccare orribilmente;Manardi war entsetzlich verärgert darüber, Gerichtsverfahren durchlaufen zu müssen, die zusätzlich zu der Gehässigkeit einer Entführung enorm viel Zeit verschwenden und verbrauchen;NU
8673;diacorisValera1.txt;DiaCoris;Paolo Valera;Le terribili giornate del maggio '98: storia documentata;1900.0;1851-1900;espositivo;['ci si diceva che aveva sofferto orribilmente a passare per le vie con tanti arrestati e cogli ordini severi che avevano soldati e agenti di p .'];soffrire orribilmente;Uns wurde gesagt, dass er schrecklich gelitten hatte, mit so vielen Verhafteten und unter strengen Befehlen, die Soldaten und Agenten hatten, durch die Straßen zu gehen;BU
8676;GBorribilmente.csv;Gutenberg; Emilio De Marchi;Nuove storie d''ogni colore;1900.0;1851-1900;prosa letteraria;['dato un uomo di questa natura, è facile immaginare come la preghiera del presidente gli dovesse orribilmente seccare.'];orribilmente seccare;Angesichts eines Mannes dieser Art kann man sich leicht vorstellen, wie schrecklich ihn das Gebet des Präsidenten beunruhigt haben muss;NU
