;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
19616;LRorribilmente.txt;La Repubblica;Vanna Gazzola Stacchini; In  Storie di bimbe, di donne, di streghe  Elizabeth Gaskell, autrice della nota biografia di Charlotte Bronte, ricostruisce il clima di sospetti e persecuzioni che prese origine dai fatti di Salem. ;1988.0;1951-2000;stampa;"['malato e un po  andato di mente , è affettuoso ma muore di lì a poco ; sua moglie è di quelle donne pie e soldatesche , inesorabili garanti della reputazione di famiglia , soprattutto di quella religiosa   è fieramente antipapista   ; il figlio manasseh , cupo personaggio , fanatico , profeta delirante ; la figlia faith , piena di ostilità verso il mondo e soprattutto verso il pastore tappau , che è riuscito a far cacciare il più giovane pastore nolan , di cui lei è innamorata ; e infine la figlia minore prudence , una bambina  orribilmente  maligna , che per attirare su di sé un  attenzione pari a quella che avevano ottenuto hester e abigail , non trova di meglio che fingersi irrigidita come un pezzo di legno e indicare , fra gli spasimi , proprio nella mite e amorevole lois la strega che l  ha in suo potere .']";orribilmente maligno;"krank und ein wenig in Gedanken verloren, ist er liebevoll, stirbt aber kurz darauf; seine Frau ist eine jener frommen und soldatischen Frauen, unerbittliche Garanten des Familienrufs, besonders des religiösen, sie ist eine heftige Antipapistin; der Sohn Manasse, düsterer Charakter, Fanatiker, wahnhafter Prophet; seine Tochter Faith, voller Feindseligkeit gegenüber der Welt und vor allem gegenüber dem Hirten Stageu, der es gelang, den jüngeren Hirten Nolan, in den sie verliebt ist, zur Jagd zu bringen; und schließlich die jüngste Tochter Prudence, ein entsetzlich bösartiges Kind, das, um die gleiche Aufmerksamkeit auf sich zu ziehen, wie sie Hester und Abigail erlangt hatten, nichts Besseres findet, als sich steif wie ein Stück Holz zu stellen und darauf hinzuweisen: in Qualen, gerade in der sanften und liebevollen Lois, der Hexe, die sie in ihrer Gewalt hat";BU;
19618;LRorribilmente.txt;La Repubblica;JOAN MIRO'; Si apre sabato al Castello di Rivoli una mostra del celebre pittore: ecco che cosa diceva di sé in una conversazione del 1928. ;1988.0;1951-2000;stampa;['soffrii terribilmente ,  orribilmente  , come un condannato .'];soffrire orribilmente;Ich habe schrecklich, schrecklich gelitten, wie ein Verurteilter;BU;!
19706;LRorribilmente.txt;La Repubblica;Elena Guicciardi; Il giovane  terzetto diabolico  ieri davanti alla corte d' assise di Parigi. ;1988.0;1951-2000;stampa;['questi viziava  orribilmente  il suo rampollo , bel ragazzo ma buono a nulla : gli aveva comprato l  alfa romeo , gli passava quindicimila franchi al mese .'];viziare orribilmente;er verwöhnte seinen Sprössling, einen hübschen, aber nichtsnutzigen Jungen, fürchterlich: er hatte ihm den Alfa Romeo gekauft, er gab fünfzehntausend Franken im Monat aus;NU;
19738;LRorribilmente.txt;La Repubblica;PIERANGELO MAURIZIO; L' attrice rapinata nella sua casa romana.;1988.0;1951-2000;stampa;"['la legano e la imbavagliano nella camera da letto ; minacciano di ucciderla o di sfregiarla  orribilmente  .']";sfregiare orribilmente;"sie fesseln und knebeln sie im Schlafzimmer; sie drohen, sie zu töten oder ihr auf schreckliche Weise Narben zuzufügen";CU;
19795;LRorribilmente.txt;La Repubblica;Auro Bernardi; Cremona, arrestato col complice che l' aveva aiutato a nascondere il cadavere. ;1988.0;1951-2000;stampa;['prima o dopo il delitto   questo lo appurerà l  autopsia   , spelta infierisce  orribilmente  sul cadavere .'];infierire orribilmente;Vor oder nach der Tat wird dies durch die Obduktion festgestellt, Dinkel wütet fürchterlich an der Leiche;BU;
19836;LRorribilmente.txt;La Repubblica;Pier Giorgio Pinna; Altri due morti nella faida di Oniferi, le vittime sono ora quattordici. ;1988.0;1951-2000;stampa;['i corpi ,  orribilmente  sfigurati , sono stati trovati dai carabinieri soltanto nelle prime ore del mattino .'];orribilmente sfigurato;die furchtbar entstellten Leichen wurden erst in den frühen Morgenstunden von den Carabinieri gefunden;BU;
19879;LRorribilmente.txt;La Repubblica;Roberto Bianchin; Roberto Succo, 26 anni, ricercato in tutt ' Europa, era il terrore di Lione. ;1988.0;1951-2000;stampa;['condannato a dieci anni di manicomio criminale per l  assassinio dei suoi genitori , maria lamon di    anni e nazario succo di    ,  orribilmente  massacrati a coltellate , roberto era scappato in francia nel maggio dell     , dove ha lasciato una lunga striscia di sangue e di terrore .'];orribilmente massacrato;"Roberto wurde wegen des Mordes an seinen Eltern Maria Lamon di Anni und Nazario Succo, die er und auf schreckliche Weise erstach,  zu zehn Jahren Strafanstalt verurteilt; im Mai floh Roberto nach Frankreich, wo er eine lange Blut- und Schreckensspur hinterließ";CU;
19896;LRorribilmente.txt;La Repubblica;ELPIDIO STORTINI; Senigallia: la donna era sparita in mare con il suo catamarano. ;1988.0;1951-2000;stampa;['ancona il corpo nudo di una giovane donna , con il volto  orribilmente  sfigurato , è stato recuperato a sei miglia dalla costa di senigallia , dall  equipaggio di un motopeschereccio .'];orribilmente sfigurato;…der nackte Körper einer jungen Frau mit einem schrecklich entstellten Gesicht, wurde sechs Meilen vor der Küste von Senigallia von der Besatzung eines Trawlers geborgen;BU;
22005;LRorribilmente.txt;La Repubblica;sconosciuto; Una mostra a Londra per il centenario della nascita del mitico Chaplin CARO CHARLOT Negli stessi giorni nasceva anche Hitler. ;1989.0;1951-2000;stampa;['entrambi rispecchiano la realtà dell  uomo comune nella società moderna , ed entrambi lo fanno distorcendola : l  uno in senso positivo , l  altro in senso  orribilmente  negativo .'];orribilmente negativo;beide spiegeln die Realität des einfachen Mannes in der modernen Gesellschaft wider, und beide tun dies, indem sie sie verzerren: das eine im positiven Sinne, das andere in einem schrecklich negativen Sinne;NU;
22011;LRorribilmente.txt;La Repubblica;Paolo Filo Della Torre; Fili spinati per non far distruggere gli allevamenti dagli agenti. ;1989.0;1951-2000;stampa;['gli inglesi protestanti che costituiscono la stragrande maggioranza del paese , sono sempre  orribilmente  blasfemi quando si tratta di parlare di san pietro e di tutto il mondo cattolico .'];orribilmente blasfemo;Die britischen Protestanten, die die überwiegende Mehrheit des Landes ausmachen, sind immer fürchterlich blasphemisch, wenn es darum geht, über St. Peter und die ganze katholische Welt zu sprechen;NU;
22012;LRorribilmente.txt;La Repubblica;Paolo Filo Della Torre; L' editore del Daily Mirror: ' Italia corrotta e politicizzata '. ;1989.0;1951-2000;stampa;['il finanziere a auletta , siglienti , zandano e zurzolo :   il vostro sistema bancario è  orribilmente  marcio   .'];orribilmente marcio;der Finanzier in Auletta, Siglienti, Zandano und Zurzolo: Ihr Bankensystem ist fürchterlich verfault;NU;
22012;LRorribilmente.txt;La Repubblica;Paolo Filo Della Torre; L' editore del Daily Mirror: ' Italia corrotta e politicizzata '. ;1989.0;1951-2000;stampa;['londra il vostro paese è profondamente corrotto , avete un sistema bancario orribilmente marcio , fare affari in italia è una tortura : tutto è politicizzato .'];orribilmente marcio;…Ihr Land ist zutiefst korrupt, Sie haben ein schrecklich verrottetes Bankensystem, Geschäfte in Italien zu machen ist eine Folter: Alles ist politisiert;NU;
22017;LRorribilmente.txt;La Repubblica;sconosciuto; E la polizia cerca il padrino della setta. ;1989.0;1951-2000;stampa;['citta  del messico altri quattro templi dedicati a riti satanici , spaccio e consumo di stupefacenti sono stati trovati a matamoros , la città messicana al confine con gli stati uniti dove nei giorni scorsi , in una fattoria , erano stati scoperti i corpi di    persone  orribilmente  mutilate .'];orribilmente mutilato;Vier weitere Tempel, die satanischen Riten, Drogenhandel und -konsum gewidmet sind, wurden in Matamoros gefunden, der mexikanischen Stadt an der Grenze zu den Vereinigten Staaten, wo in den letzten Tagen auf einer Farm die Leichen schrecklich verstümmelter Menschen entdeckt worden waren;CU;
22021;LRorribilmente.txt;La Repubblica;Franco Scottoni; Roma, i giudici hanno scoperto una rete clandestina.;1989.0;1951-2000;stampa;['c  è da aggiungere un altro aspetto  orribilmente  disumano .'];orribilmente disumano;es gibt noch einen weiteren schrecklich unmenschlichen Aspekt hinzuzufügen;BU;
22022;LRorribilmente.txt;La Repubblica;Paolo Filo Della Torre; Due vittime, 50 feriti.;1989.0;1951-2000;stampa;['ed il corpo del passeggero deceduto era  orribilmente  sfigurato dalle lamiere accartocciate dopo l  urto .'];orribilmente sfigurato;und der Körper des verstorbenen Passagiers wurde durch die zerknitterten Bleche nach dem Aufprall schrecklich entstellt;BU;
22098;LRorribilmente.txt;La Repubblica;Oscar Cosulich; Del suo  Tin Toy , primo cartone in computer grafica tridimensionale vincere il premio, ci parla il regista John Lasseter. ;1989.0;1951-2000;stampa;['la sua vita serena è turbata dall  arrivo di billy , un bambino di pochi mesi che , dal punto di vista di tinny , è più mostruoso di king kong , sbava e sbatacchia  orribilmente  tutti i giocattoli che trova sulla sua strada .'];sbatacchia orribilmente;Sein friedliches Leben wird durch die Ankunft von Billy gestört, einem nur wenige Monate alten Baby, das aus Tinnys Sicht monströser als King Kong ist und alle Spielsachen, die ihm im Weg stehen, fürchterlich ansabbert und rasselt;NU;
22103;LRorribilmente.txt;La Repubblica;Natalia Aspesi; Ristampate in Francia le  Memorie  di Elisabeth Vigée Le Brun, autric fra Settecento e Ottocento dei ritratti di tutti i maggiori sovrani europei. ;1989.0;1951-2000;stampa;['trovai questa andromaca enorme , perché era  orribilmente  ingrassata .'];orribilmente ingrassato;Ich fand diese Andromache riesig, weil sie schrecklich fett war;NU;
25312;LRorribilmente.txt;La Repubblica;Maurizio Bettini; ANTROPOLOGIA. ;1990.0;1951-2000;stampa;['mentre giro breve , tragicamente e  orribilmente  breve , fu pure il giro scelto dal nazismo : che nella sua follia pretese di stabilire in poche battute quali fossero i giusti limiti dell  umanità , per poi tagliarne via ciò che non vi rientrava .'];orribilmente breve;während eine kurze Tour, tragisch und entsetzlich kurz, auch die Tour war, die der Nazismus wählte: der in seinem Wahnsinn behauptete, in ein paar Witzen die richtigen Grenzen der Menschlichkeit festzulegen und dann abzuschneiden, was nicht hineinpasste;NU;
26451;LRorribilmente.txt;La Repubblica;sconosciuto; La bomba è esplosa fra le mani di uno studente giordano di origine palestinese. ;1991.0;1951-2000;stampa;['gli inquirenti sono giunti alla sua identificazione in seguito al ritrovamento di una carta di identità bruciacchiata accanto al corpo  orribilmente  mutilato .'];orribilmente mutilato;Die Ermittler kamen zu seiner Identifizierung, nachdem neben der schrecklich verstümmelten Leiche ein verkohlter Personalausweis entdeckt worden war;BU;!
26465;LRorribilmente.txt;La Repubblica;Gianni Brera; A Torino Juve e Milan hanno mostrato ancora molti difetti. ;1991.0;1951-2000;stampa;['intanto arrivano mirabolanti notizie dagli altri campi di a. l  inter ha ottenuto dall  arbitro   rigori   sbagliando  orribilmente  i primi due .'];sbagliare orribilmente;Inzwischen treffen erstaunliche Nachrichten aus den anderen Feldern von Inter Mailand ein, er erzielte Elfmeter vom Schiedsrichter, indem er die ersten beiden schrecklich falsch machte;NU;
26474;LRorribilmente.txt;La Repubblica;Alberto Jacoviello;LA VENDETTA DI BORIS...;1991.0;1951-2000;stampa;['sarebbe  orribilmente  ingeneroso trascurare oggi , di fronte agli sbocchi della situazione , il contributo immenso dato da gorbaciov nel cancellare o almeno nello smantellare tutto quel che di insopportabile era stato creato da settanta anni di regime cosiddetto comunista .'];orribilmente ingeneroso;Es wäre schrecklich unfreundlich, heute angesichts der Ergebnisse der Situation den immensen Beitrag zu übersehen, den Gorbatschow geleistet hat, um alles Unerträgliche auszulöschen oder zumindest abzubauen, das in siebzig Jahren des sogenannten kommunistischen Regimes geschaffen worden war;NU;
26480;LRorribilmente.txt;La Repubblica;Ennio Caretto; Le resistenze di Urss e Cina frenano gli Usa: a lungo termine Washington dovrà cedere il passo a un' iniziativa Onu. ;1991.0;1951-2000;stampa;['i testimoni hanno proiettato filmati di bambini e adulti  orribilmente  bruciati dalle bombe al napalm della guardia repubblicana irachena , morenti di malattie e di stenti .'];orribilmente bruciato;Zeugen zeigten Aufnahmen von Kindern und Erwachsenen, die durch die Napalmbomben der irakischen Republikanischen Garde schrecklich verbrannt wurden und an Krankheiten und Not starben;CU;
26491;LRorribilmente.txt;La Repubblica;sconosciuto; Londra, una studentessa francese aggredita nel cimitero di Highgate. ;1991.0;1951-2000;stampa;['mai si sarebbe pensato , tuttavia , che perfino un luogo sacro come quello della tomba di marx , a highgate , sarebbe stato così  orribilmente  profanato .'];orribilmente profanato;Nie hätte man jedoch gedacht, dass selbst ein heiliger Ort wie der von Marx' Grabmal in Highgate so schrecklich entweiht werden würde;BU;
27564;LRorribilmente.txt;La Repubblica;Michelangelo Zurletti; Berlioz scatena la fantasia di Ronconi Macchine mirabolanti, vedute aeree e parata di cannoni nella magnifica messinscena della ' Damnation ' al Regio.;1992.0;1951-2000;stampa;['molto meno interessante la realizzazione musicale , con un hubert soudant che ha dovuto faticare molto per condurre l  orchestra e soprattutto il coro   quasi sempre fuori scena e , ahimé ,  orribilmente  amplificato   a realizzare la partitura .'];orribilmente amplificato;viel weniger interessant die musikalische Umsetzung, mit einem Hubert Soudant, der viel arbeiten musste, um das Orchester und vor allem den Chor fast immer von der Bühne zu führen und leider schrecklich verstärkt, um die Partitur zu erstellen;NU;
28723;LRorribilmente.txt;La Repubblica;Giorgio Ruffolo;LA PIRLANDIA DELL' ECONOMIA.;1992.0;1951-2000;stampa;['in termini  orribilmente  tecnici , si tratta di internalizzare   nel mercato   le esternalità .'];orribilmente tecnico;in schrecklich technischen Worten geht es darum, Externalitäten im Markt zu internalisieren;NU;
28737;LRorribilmente.txt;La Repubblica;sconosciuto; Londra, ' sei sfigurato ' ribatte il giornale. ;1992.0;1951-2000;stampa;['atteso nella capitale britannica per una delle principali tappe del suo tour internazionale , il cantante ha citato in tribunale il quotidiano daily mirror per avere affermato che il suo volto ha finito per essere    orribilmente  deturpato   dalle ripetute operazioni di chirurgia plastica .'];orribilmente deturpato;Der Sänger, der in der britischen Hauptstadt für eine der wichtigsten Stationen seiner internationalen Tour erwartet wurde, verklagte die Tageszeitung Mirror, weil sie behauptete, sein Gesicht sei durch wiederholte Schönheitsoperationen schrecklich entstellt worden;BU;
28806;LRorribilmente.txt;La Repubblica;l g; COPPE EUROPEE Dietro l' ultimo sfogo, la voglia di giocare. ;1992.0;1951-2000;stampa;['il guaio è che l  olandese vuole giocare , la tribuna gli sta  orribilmente  stretta , non ci sono miliardi possibili a renderla più dolce .'];orribilmente stretto;Das Problem ist, dass der Niederländer spielen will, die Tribüne ist furchtbar eng, da sind keine Milliarden möglich, um es süßer zu machen;NU;
28808;LRorribilmente.txt;La Repubblica;Marco Pacini; Era un piccolo imprenditore di Tolmezzo Si teme che anche la donna sia morta. ;1992.0;1951-2000;stampa;['c  è il cadavere di un uomo a lignano sabbiadoro ,  orribilmente  massacrato e legato mani e piedi in una specie di   incaprettamento   .'];orribilmente massacrato;Da ist die Leiche eines Mannes in Lignano Sabbiadoro, schrecklich massakriert und an Händen und Füßen gefesselt…;BU;
28873;LRorribilmente.txt;La Repubblica;Antonello Francica; Rovigo, ci sono anche sei feriti.;1992.0;1951-2000;stampa;['il ragazzo , che è stato investito in pieno dallo scoppio e che è rimasto  orribilmente  dilaniato , insisteva da qualche tempo per poter vedere come funzionava   la fabbrica dei botti   .'];orribilmente dilaniato;der Junge, der von der Explosion mit voller Wucht getroffen und schrecklich zerfetzt worden war, hatte schon seit einiger Zeit darauf bestanden, einmal sehen zu können, wie die Fassfabrik funktionierte;CU;
28883;LRorribilmente.txt;La Repubblica;Natalia Aspesi;WOODY E SARAH I DUE BRIVIDI DELL' ESTATE...;1992.0;1951-2000;stampa;['ed è forse malinconico che diventi sempre più frequente il fatto che , mentre gli altri se la godono , peccano  orribilmente  e con gusto , se ne fregano di ogni etichetta e bon ton , ai più resta il gusto freddo ed eccitato del guardone , la passività dello spettatore , l  orgoglio antipatico di stare dalla parte noiosa dei probi , la possibilità di giudicare , stigmatizzare , indignarsi .'];peccare orribilmente;und es ist vielleicht melancholisch, dass es immer häufiger vorkommt, dass, während andere es genießen, fürchterlich und mit Lust sündigen, sich nicht um jedes Etikett und jeden bon ton kümmern, bleibt bei den meisten der kalte und erregte Geschmack des Voyeurs, der Passivität des Zuschauers, der unangenehme Stolz, auf der langweiligen Seite der Ehrlichen zu stehen, die Fähigkeit zu urteilen, zu stigmatisieren, sich zu empören;NU;
28888;LRorribilmente.txt;La Repubblica;sconosciuto; OPERAZIONE SOMALIA. ;1992.0;1951-2000;stampa;['a baidoa una donna era stata uccisa , un bambino era rimasto  orribilmente  mutilato e diverse altre persone erano state ferite quando la folla si è avventata su venti sacchi di cereali che i marines usa avevano lasciato su un camion .'];orribilmente mutilato;In Baidoa wurde eine Frau getötet, ein Kind schrecklich verstümmelt und mehrere andere Menschen verletzt, als die Menge auf zwanzig Säcke mit Müsli stürzte, die die US-Marines auf einem Lastwagen zurückgelassen hatten;CU;
28896;LRorribilmente.txt;La Repubblica;Marco Pacini; E nel giallo spunta l' austriaco, compagno della donna. ;1992.0;1951-2000;stampa;['la braccavano in tre paesi per l  assassinio del suo ex amante , adelmo deotto , trovato domenica scorsa a lignano ,  orribilmente  massacrato .'];orribilmente massacrato;Sie jagten sie in drei Ländern wegen des Mordes an ihrem Ex-Liebhaber Adelmo Deotto, der letzten Sonntag in Lignano schrecklich massakriert aufgefunden wurde;CU;
28899;LRorribilmente.txt;La Repubblica;Alberto Arbasino; Gemiti, sconforti, reclami, querimonie d' ogni genere: le sventurette dei giovani letterati. ;1992.0;1951-2000;stampa;['e allora    lo so , che sto per dire una cosa  orribilmente  trasgressiva , alternativa , impietosa    si ha l  impressione che dal fondo del   soul   attualmente più d  uno argomenti come segue : sarò un matto , chiamatemi degenerato , temo proprio che se glielo confesso non mi saluterà più , e le sue figliuole sadomaso neanche , ma invece di riattraversare il giardinetto di scippi e spacci per godermi un film di spacci e scippi    sul quale , le pippe , se le faccia lei    preferisco ascoltare musica di buona qualità , preferibilmente   live   , e studiare di persona certi artisti che conosco'];orribilmente trasgressivo;und dann weiß ich, dass ich gleich etwas entsetzlich transgressives, alternatives, gnadenloses sagen werde, man bekommt den Eindruck, dass aus tiefstem Seelengrund derzeit mehr als einer argumentiert: ich werde verrückt…;NU;
30098;LRorribilmente.txt;La Repubblica;Vanna Vannuccini; È battaglia dopo la tregua.;1993.0;1951-2000;stampa;['la sera , nella casa del capitano , ci viene mostrata una videocassetta fatta di pezzi girati da cittadini che hanno voluto fissare le immagini dell  orrore , come i trentacinque cadaveri  orribilmente  massacrati dai cetnici arrivati a zara in sacche di plastica dopo lunghe trattative con l  esercito serbo .'];orribilmente massacrato;Am Abend wird uns im Haus des Kapitäns ein Videoband gezeigt, das aus Teilen besteht, die von Bürgern aufgenommen wurden, die die Horrorbilder fixieren wollten, wie die 35 Leichen, die von den Chetniks schrecklich massakriert wurden, die nach langen Verhandlungen in Plastiktüten in Zadar ankamen mit der serbischen Armee;CU;
30107;LRorribilmente.txt;La Repubblica;Giovanni Maria Pace; Parla LouisB.J. Stuyt, domani in Italia, protagonista della legge sulla ' dolce morte ' approvata in Olanda. ;1993.0;1951-2000;stampa;['la giovane gli aveva chiaramente detto di essere determinata a buttarsi sotto il treno e lo psichiatra , consultati diversi colleghi , ha ritenuto che una iniezione fosse la cosa migliore , proprio per quel   rispetto della vita   a cui la paziente voleva rinunciare in modo  orribilmente  cruento .'];orribilmente cruento;die junge Frau hatte ihm klar gesagt, dass sie entschlossen war, unter den Zug zu springen, und der Psychiater hielt nach Rücksprache mit mehreren Kollegen eine Spritze für das Beste, gerade wegen dieser Achtung vor dem Leben, die die Patientin auf fürchterlich grausame Weise  aufgeben wollte;BU;
30181;LRorribilmente.txt;La Repubblica;Andrea Tarquini; Matrimonio dei preti, sessualità e infallibilità Norbert Greinacher, uno dei più autorevoli teologi tedeschi, auspica una rivoluzione nella Chiesa. ;1993.0;1951-2000;stampa;['sarà  orribilmente  negativa per la chiesa .'];orribilmente negativo;es wird schrecklich schlecht für die Kirche sein;NU;
30280;LRorribilmente.txt;La Repubblica;Ugo Volli; Primeteatro. ;1993.0;1951-2000;stampa;['all  inizio lo troviamo impegnato nel sesto mese di prova di un  edizione della   locandiera   goldoniana in stile kabuki , in cui egli dovrebbe interpretare tutti i ruoli maschili , e la sua colf filippina essere l  interprete    con il risultato che la gestione della casa è trascurata , il menù sempre dominato dai veneti risi e bisi , e goldoni  orribilmente  filippinizzato .'];orribilmente filippinizzato;...und sein philippinisches Dienstmädchen ist die Dolmetscherin mit dem Ergebnis, dass die Verwaltung des Hauses vernachlässigt wird, die Speisekarte immer von den venezianischen Risi und Bisi und schrecklich philippinischen Goldoni dominiert wird;NU;
30371;LRorribilmente.txt;La Repubblica;Ambra Somaschini; Rasa, 16 anni, è stata trovata tra Roma e Ostia.;1993.0;1951-2000;stampa;['c  è un cadavere , il cadavere di una donna  orribilmente  deturpato .'];orribilmente  deturpato;Da ist eine Leiche, eine schrecklich entstellte Leiche einer Frau;BU;!
33163;LRorribilmente.txt;La Repubblica;Irene Bignardi; Il primo film francese in concorso: il kolossal con Adjani e Lisi liberamente tratto dal romanzo di Dumas. ;1994.0;1951-2000;stampa;['la fine di de la mole e quella di carlo ix    avvelenato per errore dalla perfida e intrigante caterina sua madre e morto  orribilmente  sudando sangue dopo una vita passata malamente a fare il re fantoccio    chiudono il film di chéreau , ma non la stagione di orrori e di macellerie della storia di francia che si apre con la notte di san bartolomeo : quella tra il    e il    agosto      , quando i cattolici valois fecero sterminare gli ugonotti arrivati a parigi per celebrare le nozze della cattolica margot con il protestante enrico .'];orribilmente sudare;Das Ende von de la Mole und das von Carlo IX., der versehentlich von der perfiden und faszinierenden Caterina, seiner Mutter, vergiftet wurde und nach einem schlecht verbrachten Leben als Marionettenkönigauf schreckliche Weise Blut schwitzend starb;CU;
33192;LRorribilmente.txt;La Repubblica;Antonio Dipollina;TELENOTTI.;1994.0;1951-2000;stampa;['quando piovono le nespole compressa  orribilmente  tra alcune televendite e molti spot , prende quota su italia     mai dire mundial   , che nella seconda puntata di ieri ha avuto durata maggiore rispetto alla prima .'];compressare orribilmente;wenn es die Mispeln regnet, die zwischen einigen Telesales und vielen Werbespots fürchterlich komprimiert sind…;NU;
33422;LRorribilmente.txt;La Repubblica;Licia Granello; SERIE A Vittoria dopo tre zero a zero: contro il Piacenza a vuoto per un' ora, poi entrano Albertini e Lentini.;1994.0;1951-2000;stampa;['risultato : eranio e massaro sempre più stretti a ridosso dell  area , savicevic quasi in linea con papin , desailly , privato del riferimento del secondo centrale ,  orribilmente  spaesato .'];orribilmente spaesato;Ergebnis: Eranio und Massaro nähern sich immer mehr dem Bereich, Savicevic fast auf einer Linie mit Papin, Desailly, der Referenz der zweiten Zentrale beraubt, schrecklich desorientiert;NU;
33436;LRorribilmente.txt;La Repubblica;Paolo Vagheggi; Con una messa solenne, celebrata da Giovanni Paolo II, saranno inaugurati, venerdì prossimo, i restauri della Cappella Sistina.;1994.0;1951-2000;stampa;['sono più di quattrocento i personaggi che affollano il giudizio , molti furono censurati ma alcuni ora hanno ritrovato l  aspetto originario : molte delle   braghe   posticce , brutte e  orribilmente  scure , dipinte in seguito al voto espresso al concilio di trento il    gennaio del      , sono state tolte .'];orribilmente scuro;mehr als vierhundert Personen strömen zum Urteil, viele wurden zensiert, aber einige haben jetzt ihr ursprüngliches Aussehen wiedererlangt: Viele der falschen, hässlichen und schrecklich dunklen Hosen, die nach der Abstimmung auf dem Konzil von Trient im Januar gemalt wurden, wurden entfernt;NU;
33457;LRorribilmente.txt;La Repubblica;sconosciuto; Usa, rito voodoo.;1994.0;1951-2000;stampa;['myra obasi , un  insegnante di colore di    anni ,  orribilmente  accecata nel marzo scorso in casa di un anziano predicatore a dallas , amico di famiglia , ha affermato in aula di non sapere come perse i bulbi oculari .'];orribilmente accecato;Myra Obasi, eine einjährige schwarze Lehrerin, die letzten März im Haus eines älteren Predigers in Dallas, einer Freundin der Familie, schrecklich geblendet wurde, sagte im Klassenzimmer, dass sie nicht wisse, wie sie ihre Augäpfel verloren habe;BU;
36863;LRorribilmente.txt;La Repubblica;sconosciuto;IN TV BRIAN WILSON TRAGICO  BEACH BOY .;1995.0;1951-2000;stampa;['quando ho visto il film , mi sono reso conto di quanto la mia faccia sia  orribilmente  storta   .'];orribilmente storto;Als ich den Film sah, wurde mir klar, wie schrecklich verzerrt mein Gesicht ist;NU;
36866;LRorribilmente.txt;La Repubblica;Maria Stella Conte; L' epidemiologo: ' Il contagio è improbabile '. ;1995.0;1951-2000;stampa;['ma sarà per gli effetti  orribilmente  devastanti della malattia    febbri emorragiche gravi con sanguinamento a livello cutaneo e delle mucose    sarà perché il contagio avviene sì attraverso il sangue , ma anche attraverso il solo respiro , o perché il libro di richard preston   area di contagio  ha raccontato della comparsa , e scomparsa , del micidiale virus in california , nel      , sarà per tutte queste ragioni insieme , fatto è che il solo nome    ebola    incute terrore .'];orribilmente devastanto;aber es wird wegen der furchtbar verheerenden Auswirkungen der Krankheit schwere hämorrhagische Fieber mit Blutungen der Haut und der Schleimhäute…;BU;
37866;LRorribilmente.txt;La Repubblica;Loredana Lipperini; SOCIETA' LA VIOLENZA E I MINORI Da Cosette a Gian Burrasca, storie di minori e violenza nella letteratura. ;1996.0;1951-2000;stampa;['wolfgang goethe ,   la vocazione teatrale di wilhelm meister     il brano descrive l  incontro del protagonista con mignon , al seguito di un gruppo di saltimbanchi   :   il direttore della compagnia imprecava  orribilmente  contro la bambina .'];imprecare orribilmente;...die Passage beschreibt die Begegnung des Protagonisten mit Mignon, gefolgt von einer Gruppe von Akrobaten: Der Direktor der Kompanie fluchte fürchterlich gegen das Kind;NU;
38074;LRorribilmente.txt;La Repubblica;Gregorio Botta; L' ARTE CAMBIA PELLE Tendenze / Il post-human, l' arte nell' era dell' ingegneria genetica. ;1996.0;1951-2000;stampa;['attraverso piccoli pistoncini , ganci , tamponi , sotto le sollecitazioni del pubblico che guida le operazioni da un computer , la macchina gli allarga le narici fin quasi a strapparle , gli spinge  orribilmente  i pettorali deformandoli , lo costringe ad allargare la bocca e sembra sempre sul punto di lacerarla .'];spingere orribilmente;Durch kleine Kolben, Haken, Polster, unter den Aufforderungen der Öffentlichkeit, die die Operationen von einem Computer aus leitet, weitet die Maschine seine Nasenlöcher, um sie fast zu zerreißen, drückt schrecklich auf seine Brustmuskeln und verformt sie, zwingt ihn, seinen Mund zu weiten und scheint immer auf dem Punkt, um es auseinander zu reißen;BU;
38080;LRorribilmente.txt;La Repubblica;i b; CINEMA IL FESTIVAL DI BERLINO Tanti gli esempi alla Berlinale di un genere che in Italia, soprattutto in televisione, è quasi dimenticato. ;1996.0;1951-2000;stampa;['sconvolgente è la vicenda raccontata in paradise lost : the child murders at robin hood hills , che proviene dal sundance dove ha vinto il premio per il documentario : joe berlinger e bruce sinofsky hanno costruito un film indagine basato sui puri fatti per mostrare l  effetto dirompente del delitto su una comunità : quello che è accaduto in una cittadina dell  arkansas quando sono stati scoperti i corpi di tre bambini di otto anni  orribilmente  mutilati , e poco tempo dopo la polizia ha scoperto che gli assassini erano tre teenagers conosciuti da tutti .'];orribilmente mutilato;Schockierend ist die Geschichte, die in Paradise Lost erzählt wird: Die Kindermorde in Robin Hood Hills, die aus dem Sundance stammt, wo er den Preis für den Dokumentarfilm gewann: Joe Berlinger und Bruce Sinofsky haben einen Ermittlungsfilm gebaut, der auf reinen Fakten basiert, um die zerstörerische Wirkung zu zeigen der Gemeinschaftskriminalität: Was in einer kleinen Stadt in Arkansas geschah, als die Leichen von drei schrecklich verstümmelten Achtjährigen entdeckt wurden und kurz darauf die Polizei herausfand, dass die Mörder drei Teenager waren, die allen bekannt waren;CU;
