;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use
10104;GBspaventosamente.csv;Gutenberg; Federico De Roberto;Gli amori;1926.0;1901-1950;prosa letteraria;"['ma egli non veniva per difendersi; era spaventosamente calmo, spaventosamente risoluto ad ascendere, senza un attimo di pavidità, fino all  ultima pietra del suo calvario.']";spaventosamente calmo;"aber er kam nicht, um sich zu verteidigen; er war schrecklich ruhig, schrecklich entschlossen, ohne einen Moment der Schüchternheit zum letzten Stein seiner Tortur aufzusteigen";NU
10104;GBspaventosamente.csv;Gutenberg; Federico De Roberto;Gli amori;1926.0;1901-1950;prosa letteraria;"['ma egli non veniva per difendersi; era spaventosamente calmo, spaventosamente risoluto ad ascendere, senza un attimo di pavidità, fino all  ultima pietra del suo calvario.']";spaventosamente risoluto;"aber er kam nicht, um sich zu verteidigen; er war schrecklich ruhig, schrecklich entschlossen, ohne einen Moment der Schüchternheit zum letzten Stein seiner Tortur aufzusteigen";NU
10106;GBspaventosamente.csv;Gutenberg; Federico De Roberto;Gli amori;1926.0;1901-1950;prosa letteraria;['in fondo l  idiota aveva ragione: lui, beatus, era ricco, spaventosamente ricco: aveva mangiato l  ostia, aveva una responsabilità.'];spaventosamente ricco;schließlich hatte der Idiot recht: er, Beatus, war reich, schrecklich reich: er hatte die Hostie gegessen, er hatte eine Verantwortung;NU
10108;GBspaventosamente.csv;Gutenberg; Federico De Roberto;Documenti Umani;1926.0;1901-1950;prosa letteraria;['egli si era fatto ancora più pallido, spaventosamente , ed aveva portato una mano al petto.'];pallido spaventosamente;er war noch blasser geworden, schrecklich, und hatte eine Hand an seine Brust gelegt;BU
10110;GBspaventosamente.csv;Gutenberg; Federico De Roberto;Documenti Umani;1926.0;1901-1950;prosa letteraria;"['il terrore dei sogni; dei soli lividi, senza raggi, spaventosamente immobili nel cielo tenebroso.']";spaventosamente immobile;"der Schrecken der Träume; nur blaue Flecken, ohne Strahlen, schrecklich still im dunklen Himmel";BU
10111;GBspaventosamente.csv;Gutenberg; Federico De Roberto;L''Illusione;1926.0;1901-1950;prosa letteraria;['aprì anche quella, con le mani che gli tremavano spaventosamente , e come trasse la ciocca di capelli morbidi e neri, scoppiò in pianto anche lui.'];tremavare spaventosamente;er öffnete auch diese, seine Hände zitterten fürchterlich, und als er die Locke aus weichem schwarzen Haar herauszog, brach auch er in Tränen aus;BU
10112;GBspaventosamente.csv;Gutenberg; Federico De Roberto;"La messa di nozze; Un sogno; La bella morte";1926.0;1901-1950;prosa letteraria;"['dopo tanta separazione, al proposito di rimproverarla acremente per il lungo abbandono; dalla paura di perderla spaventosamente in uno scontro di treni, all  ebbrezza di stringersela viva sul vivo cuore; dalla rivelazione della possibilità del']";perdere spaventosamente;"nach so viel Trennung, um sie für die lange Verlassenheit bitter zu schelten; von der Angst, sie bei einem Zugunglück auf fürchterliche Weise zu verlieren, bis zum Rausch, sie am Leben zu halten…";CU
10113;LLAppelius1.txt;Liber Liber;Mario Appelius;Asia gialla;1926.0;1901-1950;espositivo;['ed è spaventosamente umana!'];spaventosamente umano;und es ist schrecklich menschlich;NU
10113;LLAppelius1.txt;Liber Liber;Mario Appelius;Asia gialla;1926.0;1901-1950;espositivo;['un vecchio scheletrico rosicchiato dall oppio, tutto pelle ed ossa, il collo incordato, il torso nudo e spaventosamente rientrante, il cranio lucido ed aguzzo, si solleva penosamente sugli stinchi per rispondere alla folla che fa appello alla sua saggezza.'];spaventosamente rientrante;Ein skelettartiger alter Mann, der von Opium zerfressen ist, alle Haut und Knochen, der besaitete Hals, der Oberkörper nackt und schrecklich eingefallen…;NU
10218;GBspaventosamente.csv;Gutenberg; Luciano Zùccoli;L''amore di Loredana;1928.0;1901-1950;prosa letteraria;"['berto la vide subito impallidire spaventosamente ; avvicinatale una poltrona, la fece sedere, le si mise a ginocchi innanzi, e loredana rimase un istante così, bianca in']";impallidire spaventosamente;"Berto sah, wie sie sofort schrecklich blass wurde; er brachteihr einen Sessel, zwang sie, sich zu setzen, kniete vor ihr nieder…";BU
10261;GBspaventosamente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['mandò un altro ruggito e agitando spaventosamente la barba tese il braccio.'];agitare spaventosamente;er stieß ein weiteres Gebrüll aus, wedelte fürchterlich mit dem Bart und streckte den Arm aus;BU
10282;GBspaventosamente.csv;Gutenberg; Salvatore Di Giacomo;L''ignoto: Novelle;1933.0;1901-1950;prosa letteraria;['cultura quando non fosse quella delle scienze naturali e delle matematiche, nelle quali quel nuovo direttore era spaventosamente agguerrito.'];spaventosamente agguerrito;andere Kultur als die der Naturwissenschaften und der Mathematik, in der dieser neue Direktor schrecklich wild war;NU
10305;LLBisi1.txt;Liber Liber;Camilla Bisi;Essere donna;1934.0;1901-1950;espositivo;['ma perchè in quel momento gli imperiosi occhi acquamarina mi balenano nell anima, mi penetrano come una lama il cuore, mi tolgono per un attimo ma spaventosamente la percezione esatta di chi sono e di dove sono?'];togliere spaventosamente;aber warum blitzen in diesem Moment die herrischen aquamarinen Augen in meiner Seele auf, sie durchdringen mein Herz wie eine Klinge, sie nehmen mir, für einen Moment, aber schrecklich, die genaue Wahrnehmung dessen, wer ich bin und wo ich bin?;CU
10376;diacorisPio2.txt;DiaCoris;Pio XI;Mit brennender Sorge. Lettera enciclica;1937.0;1901-1950;espositivo;['colui quindi che con sacrilego misconoscimento delle diversità essenziali tra dio e la creatura , tra l   uomo   dio e il semplice uomo , osasse di porre accanto a cristo o , ancora peggio , sopra di lui o contro di lui , un semplice mortale , fosse anche il più grande di tutti i tempi , sappia che è un profeta di chimere , a cui si applica spaventosamente la parola della scrittura :   colui che abita nel cielo , ride di loro   .'];applicare spaventosamente;Derjenige, der es unter sakrilegischer Missachtung der wesentlichen Unterschiede zwischen Gott und Geschöpf, zwischen Menschengott und einfachem Menschen wagte, einen bloßen Sterblichen neben Christus oder, schlimmer noch, über ihn oder gegen ihn zu stellen, war auch der Größte aller Zeiten , wisse, dass er ein Prophet der Schimären ist, auf die das Wort der Schrift furchtbar angewendet wird: Er, der im Himmel wohnt, lacht sie aus;CU
10381;GBspaventosamente.csv;Gutenberg; Gabriele D''Annunzio;La Gioconda;1937.0;1901-1950;prosa letteraria;['la madre sussulta, si volge, spaventosamente pallida.'];spaventosamente pallido;die Mutter zuckt zusammen, dreht sich um, schrecklich blass;BU
10432;GBspaventosamente.csv;Gutenberg; Alfredo Panzini;Novelle d''ambo i sessi;1938.0;1901-1950;prosa letteraria;['era spaventosamente calmo quel piccolo uomo.'];spaventosamente calmo;dieser kleine Mann war schrecklich ruhig;NU
10442;GBspaventosamente.csv;Gutenberg; Alfredo Panzini;La Madonna di Mamà: Romanzo del tempo della guerra;1938.0;1901-1950;prosa letteraria;['fra un paio di generazioni, saremo anche noi spaventosamente sani, forti, floridi: coi nervi in perfetto òrdine, con lo stòmaco capace di inghiottire, in perfetto orario, pinte di'];spaventosamente sano;in ein paar Generationen werden auch wir furchtbar gesund, stark und aufblühend sein: mit Nerven in bester Ordnung, mit einem Magen, der literweise schlucken kann;PU
10444;diacorisCespedes1.txt;DiaCoris;Alba de Céspedes;Nessuno torna indietro;1938.0;1901-1950;prosa letteraria;['andrea se ne andò dopo avere dalla voce rotta di emanuela ascoltato ogni cosa , impassibile , spaventosamente calmo :     dì , dì     la incoraggiava ogni volta che ella smetteva di parlare , e la guardava con occhi taglienti , severi .'];spaventosamente calmo;Andrea ging, nachdem sie alles von Emanuelas gebrochener Stimme gehört hatte, teilnahmslos, schrecklich ruhig: Sagen Sie, sagen Sie, er ermutigte sie jedes Mal, wenn sie aufhörte zu reden, und sah sie mit scharfen, strengen Augen an;BU
10448;GBspaventosamente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['questa monaca aveva una schiena lunga più del verisimile, che la innalzava spaventosamente ; le due mani eran entrambe torte indietro, sotto il polso, perfettamente distese, cosicchè gli ápici dei medii quasi']";innalzare spaventosamente;"diese Nonne hatte einen längeren Rücken als wahrscheinlich, was sie schrecklich aufrichtete; die beiden Hände waren beide nach hinten gedreht, unter dem Handgelenk, perfekt gestreckt…";BU
10451;GBspaventosamente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['di leggende, gli orrori che una volta su mille s  incontran nelle vetrine de   musei anatomici, si erano adunate spaventosamente in una specie di fiera macabra, non concepibile da nessuna immaginazione.'];adunato spaventosamente;...die Schrecken, die sich einmal in tausend Jahren in den Schaufenstern anatomischer Museen begegnen, hatten sich furchtbar zu einer Art makabrem Jahrmarkt versammelt, der sich keine Vorstellung vorstellen kann;CU
10452;GBspaventosamente.csv;Gutenberg; Alfredo Panzini;Piccole storie del mondo grande;1938.0;1901-1950;prosa letteraria;['il piccolo cuore batteva oramai spaventosamente .'];battere spaventosamente;das kleine Herz schlug jetzt fürchterlich;BU
10454;GBspaventosamente.csv;Gutenberg; Alfredo Panzini;Che cosa è l''amore?;1938.0;1901-1950;prosa letteraria;['la sua automobile ha l  ordine di rombare spaventosamente , ed i suoi fari devono essere i più luminosi.'];rombare spaventosamente;sein Auto muss fürchterlich aufbrüllen, und seine Scheinwerfer müssen am hellsten sein;BU
10531;LLAppelius4.txt;Liber Liber;Mario Appelius;Yu-Ri-Sàn/ la pittrice di crisantemi;1939.0;1901-1950;prosa letteraria;['in quei momenti la vita europea gli sembrava ruvida, barbarica, assurda, spaventosamente artificiale, spaventosamente pesante.'];spaventosamente artificiale;in diesen Augenblicken erschien ihm das europäische Leben rauh, barbarisch, absurd, schrecklich künstlich, schrecklich schwer;NU
10531;LLAppelius4.txt;Liber Liber;Mario Appelius;Yu-Ri-Sàn/ la pittrice di crisantemi;1939.0;1901-1950;prosa letteraria;['in quei momenti la vita europea gli sembrava ruvida, barbarica, assurda, spaventosamente artificiale, spaventosamente pesante.'];spaventosamente pesante;in diesen Augenblicken erschien ihm das europäische Leben rauh, barbarisch, absurd, schrecklich künstlich, schrecklich schwer;NU
10532;diacorisFederico1.txt;DiaCoris;Federico / Marc'Aurelio;Il racconto pubblicitario;1939.0;1901-1950;stampa;['l   amico alquanto nervoso barrì spaventosamente .'];barrire spaventosamente;brüllte der etwas nervöse Freund fürchterlich;BU
10540;diacorisPasinetti1.txt;DiaCoris;P.M. Pasinetti / Cinema;L'inaugurazione del 'centro';1940.0;1901-1950;stampa;['tanto che quella mattina , mentre il direttore chiarini , circondato dalle autorità , aveva l   onore di accompagnare intorno il capo del governo e indicargli le varie parti del centro e le loro funzioni e attribuzioni , noi pensavamo alla immensa responsabilità che questo direttore ed i suoi collaboratori si sono assunta , all   ònere spaventosamente impegnativo che essi hanno contratto non solo riguardo ai superiori ma riguardo a noi , spettatori e magari uomini di cultura , a noi colto pubblico .'];spaventosamente impegnativo;...in der schrecklich fordernden Art, die sie sich nicht nur gegenüber Vorgesetzten, sondern auch gegenüber uns Zuschauern und vielleicht Kulturschaffenden, uns gebildetem Publikum, zugezogen haben;NU
10541;diacorisLajolo1.txt;DiaCoris;Davide Lajolo / Libro e moschetto;Viva la guerra;1940.0;1901-1950;stampa;"['ci sentiranno d   oltr   alpe , oltre i mari ; questa nostra prorompente passione è spaventosamente infettiva e dilagante come la lava , e come questa incandescente e quando sarà toccata dalla bacchetta magica del capo , avrà la direzione e non ci saranno colonne d   ercole né linee di ferro per arrestarla .']";spaventosamente infettivo;"sie werden uns hören von jenseits der Alpen, jenseits der Meere; diese unsere berstende Leidenschaft ist schrecklich ansteckend und wuchernd wie Lava…";NU
10542;LLArtom1.txt;Liber Liber;Emanuele Artom;Diari;1940.0;1901-1950;personale;['inoltre spaventosamente villani: uno sputava sul fieno in cui si doveva dormire, l altro suonava di continuo la tromba di barbariccia.'];spaventosamente villano;auch schrecklich unhöflich: Der eine spuckte auf das Heu, in dem man schlafen musste, der andere blies ununterbrochen die Trompete der Barbariccia;NU
10571;GBspaventosamente.csv;Gutenberg; Roberto Bracco;Nemmeno un bacio: Dramma in tre atti e un epilogo;1942.0;1901-1950;prosa letteraria;['enrico  accecato da un furore spaventosamente brutale  io penso che ti sei gittata in un  avventura come un assetato si getta ad abbeverarsi a un pantano!'];spaventosamente brutale;Enrico, geblendet von einer schrecklich brutalen Wut, ich denke, Sie haben sich in ein Abenteuer gestürzt, wie ein durstiger Mann sich in einen Sumpf stürzt, um zu trinken;BU
10572;GBspaventosamente.csv;Gutenberg; Roberto Bracco;Il piccolo santo: Dramma in cinque atti;1942.0;1901-1950;prosa letteraria;['ha le pupille spaventosamente dilatate.'];spaventosamente dilatate;seine Pupillen sind schrecklich geweitet;NU
10608;GBspaventosamente.csv;Gutenberg; Roberto Bracco;Il piccolo santo: Dramma in cinque atti;1942.0;1901-1950;prosa letteraria;[ha la faccia spaventosamente gialla nel raggio di sole che tutta la illumina.'];spaventosamente giallo;sein Gesicht ist schrecklich gelb im Sonnenstrahl, der es ganz erhellt;NU
10650;GBspaventosamente.csv;Gutenberg; F. T. Marinetti;L''isola dei baci: Romanzo erotico-sociale;1943.0;1901-1950;prosa letteraria;['vi conosco troppo poco, signore, non posso dirvi nulla, ma soffro spaventosamente .'];soffrire spaventosamente;Ich kenne Sie zu wenig, mein Herr, ich kann Ihnen nichts sagen, aber ich leide schrecklich;NU
10651;LLBurzio1.txt;Liber Liber;Filippo Burzio;Favole e moralità;1943.0;1901-1950;prosa letteraria;['il mio maggior compito, oggi, è richiamare la gioia in un mondo, che sempre più spaventosamente ne è privo .'];spaventosamente privo;Meine größte Aufgabe heute ist es, an die Freude in einer Welt zu erinnern, die immer entsetzlicher leer davon ist;NU
10652;diacorisSavinio1.txt;DiaCoris;Alberto Savinio;Casa 'La vita';1943.0;1901-1950;prosa letteraria;['da una tavola gonfia di gonne come una dama in crinolina , saliva una specchiera a tre luci , nella quale spaventosamente animo vide tre personaggi muovergli incontro .'];spaventosamente animo;von einem Tisch, der wie eine Dame in Krinoline mit Röcken geschwollen war, erhob sich ein dreiflammiger Spiegel, in dem er schrecklich drei Gestalten auf sich zukommen sah;CU
10652;diacorisSavinio1.txt;DiaCoris;Alberto Savinio;Casa 'La vita';1943.0;1901-1950;prosa letteraria;['la porta si apre sul nero e sul vuoto , il terrore dell   invisibile afferra i quattro aspettanti e spaventosamente li serra nelle sue braccia , finché dura nella costoro mente l   idea che da quella porta il pericolo deve entrare in forma d   uomo , e i loro occhi restano fissi all   altezza che normalmente ha la testa di un uomo ritto .'];spaventosamente serrare;Die Tür öffnet sich ins Schwarze und ins Leere, der Schrecken des Unsichtbaren erfasst die vier Wartenden und hält sie schrecklich in seinen Armen…;CU
10652;diacorisSavinio1.txt;DiaCoris;Alberto Savinio;Casa 'La vita';1943.0;1901-1950;prosa letteraria;"['e come scenario che un ciclone improvviso fa crollare e spazza via , la nostra vita     quello che era , quello che credevamo fosse la nostra vita crolla intorno a noi , sparisce e ci troviamo di colpo circondati da una inaspettata mancanza di cose , di fatti , di immagini , di persone ; da una terrificante assenza di mobili , appigli , punti di riferimento ; spaventosamente affacciati su un cielo nudo di stelle , sulla spalancata bocca del vuoto , sulla faccia nera del nulla .']";spaventosamente affacciato;"und als Szenario, das ein plötzlicher Wirbelsturm zusammenbrechen und wegfegen lässt, bricht unser Leben, was es war, was wir für unser Leben hielten, um uns herum zusammen, verschwindet und wir finden uns plötzlich umgeben von einem unerwarteten Mangel an Dingen, Fakten, Bildern, von Leuten; von einer schrecklichen Abwesenheit von Möbeln, Laderäumen, Bezugspunkten; schrecklich auf einen nackten Sternenhimmel blickend, auf den weit geöffneten Mund der Leere, auf das schwarze Antlitz des Nichts";CU
10654;GBspaventosamente.csv;Gutenberg; F. T. Marinetti;L''isola dei baci: Romanzo erotico-sociale;1943.0;1901-1950;prosa letteraria;['la morta era spaventosamente bella.'];spaventosamente bello;die tote Frau war schrecklich schön;BU
10655;GBspaventosamente.csv;Gutenberg; F. T. Marinetti;L''aeroplano del papa: Romanzo profetico in versi liberi;1943.0;1901-1950;prosa letteraria;['esercito austriaco sconfitto, io ti sento con gioia fuggire spaventosamente in un ansare di rosse paure!'];fuggire spaventosamente;besiegtes österreichisches Heer, ich höre freudig, wie du in einem Atemzug roter Angst schrecklich fliehst;CU
10656;GBspaventosamente.csv;Gutenberg; F. T. Marinetti;L''alcòva d''acciaio: Romanzo vissuto;1943.0;1901-1950;prosa letteraria;['hoooo pau pau pauraaa di non averti sotto le labbraaaa in questa notte spaventosamente vuotata dalla tua assenzaa.'];spaventosamente vuotato;ich haaabe  A  A Aaangst, dich in dieser Nacht, die durch deine Aaaabwesenheit schrecklich leer ist, nicht unter den Lippen zu haben;NU
10659;diacorisVerLav1.txt;DiaCoris;Vercelli Lavoratrice;Il ventennale tradimento del massone badoglio al lavoro italiano;1943.0;1901-1950;stampa;['la realtà come si può credere ad una democrazia che si è presentata all   europa solo distruggendo  vigliaccamente spaventosamente bestialmente con i suoi   liberator   le case , ed ammazzando donne e bambini con i pazzeschi bombardamenti dell   italia e della germania e persino della francia , del belgio e dell   olanda ?'];distruggere spaventosamente;Wie kann man in Wirklichkeit an eine Demokratie glauben, die sich Europa nur dadurch präsentierte, dass sie mit ihren Befreiern feige und schrecklich bestialisch Häuser zerstörte und Frauen und Kinder mit den verrückten Bombenangriffen auf Italien und Deutschland und sogar auf Frankreich, Belgien und Deutschland Holland tötete;BU
10661;GBspaventosamente.csv;Gutenberg; F. T. Marinetti;L''alcòva d''acciaio: Romanzo vissuto;1943.0;1901-1950;prosa letteraria;"['il pazzo tutto insanguinato torce spaventosamente gli occhi senza implorare pietà; mentre un soldato lo strozza quasi col braccio destro e dichiara solennemente']";torcere spaventosamente;"der verdammte Wahnsinnige verdreht furchtbar die Augen, ohne um Gnade zu bitten; während ein Soldat ihn fast mit seinem rechten Arm würgt…";BU
10665;diacorisDebenedetti1.txt;DiaCoris;Giacomo Debenedetti;16 ottobre 1943;1944.0;1901-1950;personale;['dietro le quali , impietriti come se posassero per il più spaventosamente surreale dei gruppi di famiglia , stavano in esterrefatta attesa gli abitatori , con gli occhi da ipnotizzati e il cuore fermo in gola .'];spaventosamente surreale;Dahinter, versteinert, als ob sie für die schrecklich surreale aller Familiengruppen posieren würden, standen die Bewohner in erstaunter Erwartung, mit hypnotisierten Augen und einem ruhigen Herzen…;NU
10685;diacorisPratolini1.txt;DiaCoris;Vasco Pratolini / Il politecnico;Cronache fiorentine del 20° sec.;1947.0;1901-1950;stampa;['la sua architettura in specie : tutta razionale , esplicita , che sta confitta sulla terra e tocca il cielo ,   spaventosamente moderna   per ogni generazione .'];spaventosamente moderno;insbesondere seine Architektur: alles rational, explizit, auf der Erde haftend und den Himmel berührend, schrecklich modern für jede Generation;NU
10686;diacorisPratolini2.txt;DiaCoris;Vasco Pratolini;Cronache di poveri amanti;1947.0;1901-1950;prosa letteraria;['la signora restava immobile protraendo l   ansia , lo spasimo : ferma nella stessa posizione come una cariatide , spaventosamente atteggiata , lo sguardo fisso e balenante .', 'ella scorse fidalma addormentata sulla sedia , spaventosamente vecchia ed inutile .'];spaventosamente atteggiato;"die Dame blieb regungslos, verlängerte die Angst, den Krampf: immer noch in der gleichen Position wie eine Karyatide, schrecklich gestellt, ihr Blick starr und blitzend; sie sah Fidalma schlafend auf dem Stuhl liegen, schrecklich alt und nutzlos";BU
10693;diacorisGrieco1.txt;DiaCoris;Ruggero Grieco / L'Unitá;Frate Alberigo e il diavolo;1950.0;1901-1950;stampa;['si dice che esistano anche delle diavolesse , e in certi paesi si parla persino di una suocera del diavolo , come di un essere spaventosamente malvagio   sfido io !'];spaventosamente malvagio;man sagt, dass es auch Teufel gibt, und in manchen Ländern ist sogar die Rede von einer Schwiegermutter des Teufels, als schrecklich böses Wesen wage ich es!;BU
