;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
10113;LLAppelius1.txt;Liber Liber;Mario Appelius;Asia gialla;1926.0;1901-1950;espositivo;['sono fiumi capricciosi, d origine incerta e di corso irregolare, che scorrazzano attraverso i monti e le pianure tonkinesi, a volte imponenti e gonfi d acqua procellosa, a volte ridotti dalla magra un semplice colaticcio di fango fetente, terribilmente rosso, così rosso da sembrare lo spurgo d un fantastico macello.'];terribilmente rosso;sind launische Flüsse ungewisser Herkunft und unregelmäßigen Verlaufs, die durch die tonkinesischen Berge und Ebenen fließen, manchmal imposant und von stürmischem Wasser angeschwollen, manchmal von einem mageren zu einem einfachen Fluss aus stinkendem Schlamm reduziert, schrecklich rot, so rot wie nach der Säuberung eines fantastischen Schlachthofs;BU;
10150;LLYambo2.txt;Liber Liber;Yambo;L’allevatore di dinosauri;1926.0;1901-1950;prosa letteraria;['in qual modo debbo provarvi che sono sincero, terribilmente sincero?'];terribilmente sincero;Wie soll ich dir beweisen, dass ich aufrichtig bin, schrecklich aufrichtig?;NU;
10158;GBdomani.csv;Gutenberg; Federico De Roberto;L''Illusione;1926.0;1901-1950;prosa letteraria;['ma anche il domani , e gli altri giorni che restava a casa, il babbo non parlava con nessuno, sgridava terribilmente le persone di servizio'];sgridare terribilmente;aber auch morgen und an den anderen Tagen, die er zu Hause blieb, sprach der Vater mit niemandem, er schimpfte furchtbar mit den Dienern;BU;
10161;GBterribilmente.csv;Gutenberg; Federico De Roberto;Ermanno Raeli;1926.0;1901-1950;prosa letteraria;"['massimiliana, terribilmente pallida, con le labbra quasi scomparse, le porse una mano che scottava; e tenendola a quel modo, la accompagnò fino al']";terribilmente pallido;"Maximilian, furchtbar bleich, mit fast abgestorbenen Lippen, streckte ihr eine heiße Hand entgegen; und sie so haltend, begleitete er sie zum";BU;
10162;GBterribilmente.csv;Gutenberg; Federico De Roberto;Leopardi;1926.0;1901-1950;prosa letteraria;"['è tale da farmi impossibile ogni godimento: ogni menomo piacere mi ammazzerebbe ; e l  infelice trova un  espressione terribilmente efficace per dipingere la sua miseria:  se non voglio morire, bisogna ch  io non viva.']";terribilmente efficace;"es ist so, dass es jeden Genuss unmöglich macht: jeder geringste Genuss würde mich töten; und der Unglückliche findet einen furchtbar wirkungsvollen Ausdruck, um sein Elend darzustellen: Wenn ich nicht sterben will, darf ich nicht leben";NU;
10181;GBterribilmente.csv;Gutenberg; Federico De Roberto;Il colore del tempo;1926.0;1901-1950;prosa letteraria;"['è contro l  amore, dicono, perchè gli antepone la proprietà, il denaro, il ventre; viceversa l  amore si vendica terribilmente , producendo drammi, tragedie, rovine d  ogni sorta e affermando così la propria onnipotenza.']";vendicarsi terribilmente;"er ist gegen die Liebe, sagen sie, weil er Eigentum, Geld, Bauch vor se stellt; umgekehrt rächt sich die Liebe fürchterlich, produziert Dramen, Tragödien, Ruinen aller Art und beteuert damit ihre eigene Allmacht";BU;
10187;LLAppelius3.txt;Liber Liber;Mario Appelius;La sfinge nera;1926.0;1901-1950;espositivo;['ci si sente in complesso terribilmente disgraziati, e dareste tutti i milioni dell amabile lord e tutti gli ingegnosi brevetti del suo fornitore di tende esotiche per un alito di zeffiro primaverile, per un quarto d ora di brezza montanina, per una di quelle soavissime ventate d alpe italica, che scaturiscono dalle profondità cupe di una gola boschiva e vi penetrano in gola con tutti gli aromi umidi della terra fresca.'];terribilmente disgraziato;man fühlt sich im ganzen furchtbar unglücklich…;NU;
10187;LLAppelius3.txt;Liber Liber;Mario Appelius;La sfinge nera;1926.0;1901-1950;espositivo;['pazzo di dolore l animale si dibatte terribilmente mentre la lama gli dilania le viscere: ogni tanto si rizza sulle zampe scoprendo l enorme ventre sfondato dal quale escono le interiora.'];dibattersi terribilmente;Wahnsinnig vor Schmerz kämpft das Tier fürchterlich, während die Klinge seine Eingeweide zerreißt: Hin und wieder richtet es sich auf seinen Beinen auf und zeigt den riesigen gebrochenen Bauch, aus dem die Eingeweide hervorkommen;CU;
10187;LLAppelius3.txt;Liber Liber;Mario Appelius;La sfinge nera;1926.0;1901-1950;espositivo;['però è doloroso, profondamente doloroso per l unico italiano presente ad albertville alla cerimonia ufficiale del comando, come per tutti gli italiani che in patria e fuori dei suoi confini amano la loro terra, è terribilmente doloroso che proprio noi che abbiamo tante braccia disponibili, che dobbiamo pagare a prezzo di sudore amaro, in franchi, in dollari e sterline il pane quotidiano dei nostri telai, laminatoi, alti forni, frantatoi, lambicchi, proprio noi dobbiamo venire come potenza coloniale dopo il belgio, l olanda, il portogallo!'];terribilmente doloroso;jedoch ist es schmerzhaft, zutiefst schmerzhaft für den einzigen Italiener, der bei der offiziellen Befehlszeremonie in Albertville anwesend ist, wie für alle Italiener, die ihr Land zu Hause und außerhalb seiner Grenzen lieben, ist es schrecklich schmerzhaft, dass wir, die wir so viele Waffen zur Verfügung haben...;NU;
10187;LLAppelius3.txt;Liber Liber;Mario Appelius;La sfinge nera;1926.0;1901-1950;espositivo;['siamo ripiegati su noi stessi, malati, terribilmente malati.'];terribilmente malato;wir sind auf uns selbst gestellt, krank, furchtbar krank;NU;
10187;LLAppelius3.txt;Liber Liber;Mario Appelius;La sfinge nera;1926.0;1901-1950;espositivo;['prendo il fucile per uccidere, ma  sono umani, così terribilmente umani che non so premere il grilletto.'];terribilmente umano;Ich nehme die Schrotflinte, um zu töten, aber sie sind Menschen, so schrecklich menschlich, dass ich nicht abdrücken kann;BU;
10217;LLBisi3.txt;Liber Liber;Camilla Bisi;Il romanzo del liceo;1928.0;1901-1950;prosa letteraria;"['adora i giochi e studia pochissimo; suo padre lo sgrida terribilmente ed io cerco di aiutarlo fin dove posso.']";sgridare terribilmente;"er liebt Spiele und lernt sehr wenig; sein Vater schimpft furchtbar mit ihm und ich versuche ihm zu helfen, so gut ich kann";BU;
10217;LLBisi3.txt;Liber Liber;Camilla Bisi;Il romanzo del liceo;1928.0;1901-1950;prosa letteraria;['è un volto terribilmente bello per l estrema sofferenza che lo affina, per la felicità insostenibile che gli riempie gli occhi di bruciante tenerezza.'];terribilmente bello;er ist ein schrecklich schönes Gesicht für das extreme Leiden, das ihn verfeinert, für das unerträgliche Glück, das seine Augen mit brennender Zärtlichkeit erfüllt;BU;
10219;GBterribilmente.csv;Gutenberg; Luciano Zùccoli;L''amore di Loredana;1928.0;1901-1950;prosa letteraria;"['diffusa; anch  egli si contentava dei pochi viali fiancheggiati da villini brutti, e s  era avvezzo alle costruzioni terribilmente antipatiche di quegli alberghi nei quali si mangiava malissimo e dai quali si vedeva una sfilata di capanne tozze, una']";terribilmente antipatico;...auch er begnügte sich mit den wenigen Alleen, die von hässlichen Cottages gesäumt waren, und war an die furchtbar unangenehmen Bauten jener Hotels gewöhnt, in denen man sehr schlecht aß…;NU;
10239;LLAppelius2.txt;Liber Liber;Mario Appelius;Le isole del Raggio Verde;1929.0;1901-1950;espositivo;['ed oggi ancora, dopo aver constatato tutto il vuoto del congresso, domando sinceramente a me stesso se questi congressi della stampa latina non siano nonostante tutto una cosa seria, assai seria, terribilmente seria, precisamente per l esistenza di questo enorme colossale vuoto dietro il paravento splendente della latinità!'];terribilmente serio;und noch heute, nachdem ich die ganze Leere des Kongresses zur Kenntnis genommen habe, frage ich mich aufrichtig, ob diese Kongresse der lateinischen Presse nicht trotz allem eine ernste Sache sind, sehr ernst, schrecklich ernst, gerade wegen dieser ungeheuren kolossalen Leere hinter dem Bildschirm, der vor Latinität glänzt!;NU;
10249;GBterribilmente.csv;Gutenberg; Umberto Fracchia;Il perduto amore;1929.0;1901-1950;prosa letteraria;['lo zuccone che soffriva terribilmente di gelosia, e sempre, solo a nominargli andromaco o ninotto, copriva egle di sputi, questa volta si contentò di darle'];soffrire terribilmente;der Dummkopf, der furchtbar unter Eifersucht litt und ihn immer, nur um ihn Andromachus oder Ninotto zu nennen, mit Spucke bedeckte, begnügte sich diesmal damit, ihr etwas zu geben;NU;
10252;LLBertinetti1.txt;Liber Liber;Giovanni Bertinetti;Il gigante dell’Apocalisse;1930.0;1901-1950;prosa letteraria;['bevettero il whisky, ma questo non giovò a rimettere a posto i loro nervi terribilmente scossi.'];terribilmente scosso;sie tranken den Whiskey, aber das half nicht, ihre furchtbar erschütterten Nerven zu beruhigen;BU;
10262;GBpaura_randomsample.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['qualcosa di terribilmente feroce stava nell  occhio torbido sotto i fasci de   muscoli cigliari contratti e fermi'];terribilmente feroce;Etwas schrecklich Wildes lag in dem trüben Auge unter den zusammengezogenen und festen Bündeln von ?Wimpernmuskeln?;BU;
10305;LLBisi1.txt;Liber Liber;Camilla Bisi;Essere donna;1934.0;1901-1950;espositivo;['perciò, di lontano, fermo mi appariva come un angelo terribilmente bello, posto a custodia di una porta che dei diavoli in maglia rossa o arancio o azzurra si ostinavano a insidiare.'];terribilmente bello;daher erschien er mir aus der Ferne immer noch wie ein schrecklich schöner Engel, der eine Tür bewachen sollte, die Teufel in roten oder orangen oder blauen Hemden unbedingt untergraben wollten;BU;
10317;GBorribilmente.csv;Gutenberg; Grazia Deledda;Dopo il divorzio;1935.0;1901-1950;prosa letteraria;['ah come tutto ciò era bello, orribilmente bello, terribilmente bello!'];terribilmente bello;ach wie war das schön, schauerlich schön, schrecklich schön!;BU;
10333;LLYambo3.txt;Liber Liber;Yambo;Il Corsaro Giallo ovvero I filibustieri della Lumaca;1936.0;1901-1950;prosa letteraria;['e quei cani dei tuoi vili compagni morranno ace  il corsaro azzurro sa premiare gli amici fedeli e punire terribilmente i traditori.'];punire terribilmente;und die Hunde deiner abscheulichen Gefährten werden sterben, da der blaue Korsar weiß, wie man treue Freunde belohnt und Verräter schrecklich bestraft;BU;
10333;LLYambo3.txt;Liber Liber;Yambo;Il Corsaro Giallo ovvero I filibustieri della Lumaca;1936.0;1901-1950;prosa letteraria;['ibm  fece il brigante, torcendo la bocca  ibm  cotesto gingillo  aog  terribilmente pericoloso, e. .'];terribilmente pericoloso;ibm, machte der Brigant, verdrehte seinen Mund, ibm, dieses schrecklich gefährliche Schmuckstück...;NU;
10333;LLYambo3.txt;Liber Liber;Yambo;Il Corsaro Giallo ovvero I filibustieri della Lumaca;1936.0;1901-1950;prosa letteraria;['vendicarmi terribilmente ace .'];vendicarsi terribilmente;rächt mich furchtbar…;BU;
10334;GBatterrire.csv;Gutenberg; Gabriele D''Annunzio;San Pantaleone;1937.0;1901-1950;prosa letteraria;['la mole delle carni, per un impeto di passione e di gelosia così terribilmente incomposto che passacantando ne rimase atterrito .'];terribilmente incomposto;der Großteil des Fleisches war aufgrund eines Ansturms von Leidenschaft und Eifersucht so schrecklich ungleichmäßig, dass er im Vorbeigehen erschrocken war;NU;
10343;GBterribilmente.csv;Gutenberg; Gabriele D''Annunzio;Le Novelle della Pescara;1937.0;1901-1950;prosa letteraria;[', con parole d  amore tra i singhiozzi, con laceramenti così acuti di voce rotta e con una espressione di dolore così terribilmente bestiale che per tutti gli astanti corse un brivido e tutti rivolsero altrove la faccia.'];terribilmente bestiale;mit Liebesworten zwischen Schluchzern, mit so scharfen Schnittwunden einer gebrochenen Stimme und mit einem so schrecklich bestialischen Schmerzausdruck, dass ein Schauer durch alle Umstehenden lief und alle ihre Gesichter abwandten;CU;
10348;GBterribilmente.csv;Gutenberg; Gabriele D''Annunzio;Le Novelle della Pescara;1937.0;1901-1950;prosa letteraria;['il volto contro il volto, ed opprimendolo con tutta la mole delle carni, per un impeto di passione e di gelosia così terribilmente incomposto che passacantando ne rimase atterrito.'];terribilmente incomposto;das Gesicht gegen das Gesicht und drückte es mit der ganzen Masse des Fleisches, für einen Ansturm von Leidenschaft und Eifersucht, der so schrecklich unangenehm war, dass er beim Vorbeigehen Angst bekam;NU;
10363;LLBisi2.txt;Liber Liber;Camilla Bisi;Il mio principe;1937.0;1901-1950;prosa letteraria;['quei pittori, quegli architetti di interni, quei critici d arte, che quando capitavano insieme facevano un gran baccano con le loro discussioni estetiche   e quel che è peggio non compravano nulla   davano terribilmente ai nervi ai due proprietarii.'];dare terribilmente ai nervi;diese Maler, diese Innenarchitekten, diese Kunstkritiker, die, wenn sie zufällig zusammen waren, mit ihren ästhetischen Diskussionen viel Lärm machten und, was noch schlimmer war, nichts kauften, ärgerten die beiden Besitzer fürchterlich;NU;
10369;GBterribilmente.csv;Gutenberg; Gabriele D''Annunzio;San Pantaleone;1937.0;1901-1950;prosa letteraria;[', con parole d  amore tra i singhiozzi, con laceramenti così acuti di voce rotta e con una espressione di dolore così terribilmente comica che per tutti li astanti corse un brivido e tutti rivolsero altrove la faccia.'];terribilmente comico;mit Liebesworten zwischen Schluchzern, mit so scharfen Schnittwunden einer gebrochenen Stimme und mit einem so schrecklich komischen Schmerzausdruck, dass ein Schauer durch alle Umstehenden lief und alle ihre Gesichter abwandten;CU;
10387;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Donne, madonne e bimbi;1938.0;1901-1950;prosa letteraria;['io non ero malvagio, ma i miei re erano terribilmente feroci, e inesorabili.'];terribilmente feroce;Ich war nicht böse, aber meine Könige waren schrecklich grausam und unerbittlich;BU;
10391;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Trionfi di donna (novelle);1938.0;1901-1950;prosa letteraria;"['di dio; o la purità invocata dal cielo era stata invocata invano  il primogenito, già settenne, era un bambino terribilmente inclinato a insudiciarsi e a insudiciare ; o l  attrito della vita aveva spente o congelate certe gentili fioriture']";terribilmente inclinato;"von Gott; oder die vom Himmel angerufene Reinheit war umsonst angerufen worden, der Erstgeborene, bereits sieben Jahre alt, war ein Kind, das schrecklich dazu neigte, sich schmutzig und schmutzig zu machen; oder die Reibung des Lebens hatte gewisse sanfte Blüten ausgelöscht oder eingefroren";NU;
10392;GBterribilmente.csv;Gutenberg; Guido da Verona;Mimi Bluette, fiore del mio giardino: romanzo;1938.0;1901-1950;prosa letteraria;"['gli animali, assaliti e paurosi, prendevano terribilmente la forma del loro scheletro; gli uomini, allucinati, non parlavano più.']";prendere terribilmente;"die Tiere, angegriffen und ängstlich, nahmen fürchterlich die Form ihres Skeletts an; die Männer, halluziniert, sprachen nicht mehr";CU;
10393;GBterribilmente.csv;Gutenberg; Guido da Verona;Il Cavaliere dello Spirito Santo: Storia d''una giornata;1938.0;1901-1950;prosa letteraria;"['tenerci con la mano la mano sembra una cosa innocente, ma è terribilmente colpevole; tanto colpevole che a noi sembra talvolta l  infinito amore tutto e solo consistere nel tenersi una mano.']";terribilmente colpevole;"Unsere Hand zu halten scheint unschuldig, aber es ist schrecklich schuldig; so schuldig, dass es uns manchmal scheint, dass unendliche Liebe alles und nur darin besteht, eine Hand zu halten";NU;
10395;GBspaventare.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['ciò che non vuole spegnersi: e più terribilmente di noi questi uccisi amavano la vita.'];terribilmente amare;...und schrecklicher als wir liebten diese Getöteten das Leben;NU;
10396;GBspavento.csv;Gutenberg; Guido da Verona;Il Cavaliere dello Spirito Santo: Storia d''una giornata;1938.0;1901-1950;prosa letteraria;"['più che nemico degli altri, sono terribilmente il mio; gli altri mi fanno pena, laddove di me stesso mi sdegno.']";essere terribilmente;"mehr als ein Feind anderer bin ich schrecklich mein eigener; andere tun mir leid, während ich mich selbst verachte";CU;
10397;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['eravate veramente un uomo senza cuore, gelido e sciupato, al quale restava negli occhi, forse nell  anima, qualcosa di terribilmente lontano, che altre portarono via, qualcosa di amaro, di aspro, d  insensibile.'];terribilmente lontano;du warst wirklich ein herzloser Mensch, kalt und verödet, in dem in seinen Augen, vielleicht in seiner Seele, etwas furchtbar Fernes blieb, was andere wegnahmen, etwas Bitteres, Hartes, Unempfindliches;NU;
10398;GBterribilmente.csv;Gutenberg; Guido da Verona;Il Cavaliere dello Spirito Santo: Storia d''una giornata;1938.0;1901-1950;prosa letteraria;['ma io divago terribilmente , o personaggi della commedia, e non mi ricordo più che voi soffriate per l  impazienza di conoscere con esattezza chi'];divagare terribilmente;aber ich schweife fürchterlich ab, ihr Figuren des Stücks, und ich erinnere mich nicht mehr, dass ihr unter der Ungeduld leidet…;NU;
10399;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Gli ingenui;1938.0;1901-1950;prosa letteraria;"['l  uomo pallido e trasognato; e più sono grandi e nobili e più uccidono, e non v  è corruzione di vizio che maceri più terribilmente .']";macerare terribilmente;...und je größer und edler sie sind, desto mehr töten sie, und es gibt kein Verderbnis des Lasters, das schrecklicher quält;CU;
10402;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['ho atteso terribilmente questa grande cosa nuova, che forse è nulla.'];attendere terribilmente;Ich habe schrecklich auf dieses großartige neue Ding gewartet, das vielleicht nichts ist.;NU;
10404;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['e su la folla dei cristiani terribilmente passava la sensazione di dio.'];terribilmente passare;und über die Menge der Christen ging schrecklich das Gefühl Gottes;CU;
10406;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['voleva dire insomma, che per quanto avessi provato a concedergli tutta me stessa, in me c  era un  altra donna che terribilmente non voleva.'];terribilmente volere;es bedeutete kurz gesagt, dass, egal wie sehr ich versuchte, ihm alles von mir zu geben, es eine andere Frau in mir gab, die es schrecklich nicht wollte;NU;
10455;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Che cosa è l''amore?;1938.0;1901-1950;prosa letteraria;['io, alla vostra età  parlavo con un giovane amico  ero terribilmente romantico ed idealista.'];terribilmente romantico;Als ich in deinem Alter mit einem jungen Freund sprach, war ich furchtbar romantisch und idealistisch.;PU;
10466;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['; sul pergamo apparve la figura di un monaco, tetra e smorta, con occhi freddi come l  argento, in una devastata faccia terribilmente incisa di drammaticità, che mi fece pensare agli occhi fermi, alla bocca perversa, alle piccole mani crudeli del']";terribilmente inciso;die Gestalt eines Mönchs erschien auf der Kanzel, düster und stumpf, mit Augen so kalt wie Silber, in einem verwüsteten Gesicht, das schrecklich von Drama gezeichnet war, was mich an die starren Augen, den perversen Mund, die grausamen kleinen Hände des Herrn denken ließ;CU;
10508;GBterribilmente.csv;Gutenberg; Guido da Verona;Mimi Bluette, fiore del mio giardino: romanzo;1938.0;1901-1950;prosa letteraria;['alla sua fama orribile, si convinse che il gagliardo e bel signore doveva essere, per ragion d  invidia, un uomo terribilmente calunniato.'];terribilmente calunniato;Aufgrund seines schrecklichen Rufs war er überzeugt, dass der stämmige und gutaussehende Herr, um der Neid willen, ein schrecklich verleumdeter Mann sein musste;BU;
10509;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['pesare, pesare terribilmente su la mia.'];pesare terribilmente;wiegen, wiegen schrecklich auf meinem;NU;
10519;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Che cosa è l''amore?;1938.0;1901-1950;prosa letteraria;['era una cosa terribilmente piena di mortificazione per la signora: quell  uomo, il prof. marchi, gelido, meccanico, irreprensibile nel vestito'];terribilmente pieno;es war etwas furchtbar Demütigendes für die Dame: dieser Mann, der Prof. Marchi, kalt, mechanisch, tadellos gekleidet;NU;
10521;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['d  un bicchiere troppo colmo, nella fuggitiva illusione d  una parola d  amore, l  uomo che saprà d  un tratto farle terribilmente male, contorcere fino allo spasimo la sua perduta e bianca nudità.'];terribilmente male;...in der flüchtigen Illusion eines Wortes der Liebe, der Mann, der plötzlich weiß, wie er ihr schrecklich wehtun, ihre verlorene und weiße Nacktheit bis zur Qual verzerren wird;BU;
10522;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['eravate veramente un uomo senza cuore, gelido e sciupato, al quale restava negli occhi, forse nell  anima, qualcosa di terribilmente lontano, che altre portarono via, qualcosa di aspro, di amaro, d  insensibile.'];terribilmente lontano;du warst wirklich ein herzloser, kalter und öder Mensch, der in seinen Augen, vielleicht in seiner Seele, etwas furchtbar Fernes blieb, was andere ihm wegnahmen, etwas Hartes, Bitteres, Unempfindliches;NU;
10523;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['io non pensavo all  amore; pensavo terribilmente a lei, a me.']";pensare terribilmente;"ich dachte nicht an Liebe; ich dachte schrecklich an sie, an mich";BU;
10524;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Che cosa è l''amore?;1938.0;1901-1950;prosa letteraria;['io non ero malvagio, ma i miei re erano terribilmente feroci, e inesorabili.'];terribilmente feroce;Ich war nicht böse, aber meine Könige waren schrecklich grausam und unerbittlich;BU;
10526;GBterribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['anni, pallida, un poco emaciata, con grandi occhi scuri, troppo fissi, ove la giovinezza era già spenta; gli occhi terribilmente lascivi e dolorosi delle pazze in cristo, gli occhi senza umanità ch  ebbero tutte le allucinate, le portatrici di']";terribilmente lascivo;"...blass, ein wenig abgemagert, mit großen dunklen Augen, zu starr, wo die Jugend schon erloschen war; die schrecklich lasziven und schmerzhaften Augen der verrückten Christen, die Augen ohne Menschlichkeit…";BU;
10529;GBterribilmente.csv;Gutenberg; Alfredo Panzini;Il 1859 da Plombières a Villafranca;1938.0;1901-1950;prosa letteraria;['di incomparabile potenza e le disperate grida noi non le abbiamo udite, perchè suonava così giocondamente, così terribilmente la  marsigliese  che non si potevano udire!'];suonare terribilmente;von unvergleichlicher Kraft und wir hörten die verzweifelten Schreie nicht, weil er die Marseillaise so spielerisch spielte, so schrecklich, dass sie nicht zu hören waren!;CU;
10531;LLAppelius4.txt;Liber Liber;Mario Appelius;Yu-Ri-Sàn/ la pittrice di crisantemi;1939.0;1901-1950;prosa letteraria;['qualche cosa di terribilmente vago le faceva presentire che il giappone non avrebbe portato fortuna al suo roberto, ma nascondeva la sua ansia perché sentiva che non avrebbe potuto affrontare l argomento senza turbare la serenità del figlio.'];terribilmente vago;etwas schrecklich Vages ließ sie ahnen, dass Japan ihrem Roberto kein Glück bringen würde, aber sie verbarg ihre Besorgnis, weil sie das Gefühl hatte, dass sie sich dem Thema nicht stellen konnte, ohne die Gelassenheit ihres Sohnes zu stören;NU;
10531;LLAppelius4.txt;Liber Liber;Mario Appelius;Yu-Ri-Sàn/ la pittrice di crisantemi;1939.0;1901-1950;prosa letteraria;['bianca aveva finito per odiare terribilmente la giapponese come solo sa odiare una madre, ma nascondeva per riguardo verso roberto il suo sentimento sotto un contegno disinvolto, altrettanto freddo che cortese.'];odiare terribilmente;Bianca hatte die Japaner fürchterlich gehasst, wie nur sie weiß, wie man eine Mutter hasst, aber aus Respekt vor Roberto verbarg sie ihre Gefühle unter einer lässigen Haltung, die ebenso kalt wie höflich war;NU;
10564;GBterribilmente.csv;Gutenberg; Annie Vivanti;Gioia!;1941.0;1901-1950;prosa letteraria;['ecco stabilita la superiorità di questo romanzo femminile su tanti romanzi maschili che sono terribilmente noiosi.'];terribilmente noioso;Hier zeigt sich die Überlegenheit dieses Frauenromans gegenüber vielen furchtbar langweiligen Männerromanen;NU;
10600;GBterribilmente.csv;Gutenberg; Roberto Bracco;Il piccolo santo: Dramma in cinque atti;1942.0;1901-1950;prosa letteraria;['don fiorenzo  in atto di gettarsi addosso a barbarello, urla terribilmente :  assassino!'];urlare terribilmente;Don Fiorenzo, der sich gerade auf einen Barbarello stürzt, schreit fürchterlich: Mörder!;CU;
10653;GBterribilmente.csv;Gutenberg; F. T. Marinetti;Democrazia futurista: dinamismo politico;1943.0;1901-1950;prosa letteraria;['natura, prese nei lacci e nelle reti delle formole chimiche e meccaniche, e così asservite all  uomo, si vendicano terribilmente , balzandoci alla gola con la selvaggia irruenza dei cani arrabbiati.'];vendicarsi terribilmente;...gefangen in den Schlingen und Netzen chemischer und mechanischer Formeln und so dem Menschen versklavt, rächen sich schrecklich und springen uns mit dem wilden Ungestüm wütender Hunde an die Kehle;BU;
10657;GBterribilmente.csv;Gutenberg; F. T. Marinetti;Distruzione: Poema Futurista;1943.0;1901-1950;prosa letteraria;['non fosti mai più terribilmente felice!'];terribilmente felice;du warst nie so furchtbar glücklich!;PU;
10676;LLYambo4.txt;Liber Liber;Yambo;Viaggi e avventure attraverso il Tempo e lo Spazio;1944.0;1901-1950;prosa letteraria;"['ai poli, come ho accennato, inutile andare; e poi, io, come esploratore, valgo solo per i climi temperati; odio terribilmente il freddo.']";odiare terribilmente;"zu den Polen, wie ich schon sagte, ist es sinnlos zu gehen; und dann bin ich als Entdecker nur für gemäßigte Klimazonen gültig; ich hasse die Kälte schrecklich";NU;
10676;LLYambo4.txt;Liber Liber;Yambo;Viaggi e avventure attraverso il Tempo e lo Spazio;1944.0;1901-1950;prosa letteraria;"['le acque ruggono terribilmente sgorgando da ogni parte, invadendo vittoriose le valli: il cielo del color della pece è solcato qua e là da strisce di sangue; all orizzonte si disegnano i profili dei monti che si sollevano ancora su l oceano e su i quali si addensano, vespaio immane, che manda un ronzio assordante di grida altissime, invocante misericordia, i poveri uomini colpiti dall ira dei numi.']";ruggire terribilmente ;"die Wasser brausen fürchterlich, sprudeln von allen Seiten und dringen siegreich in die Täler ein: Der pechfarbene Himmel ist hier und da von Blutstreifen durchzogen; am Horizont zeichnen sich die Umrisse der Berge ab, die sich noch über dem Ozean erheben und auf denen sie sich versammeln, riesiger Kriechraum, der ein ohrenbetäubendes Summen von sehr hohen Schreien aussendet, um Gnade bittend, die armen Männer, die vom Zorn der Götter getroffen sind";CU;
10678;GBterribilmente.csv;Gutenberg; Luigi Barzini;L''Argentina vista come è;1946.0;1901-1950;prosa letteraria;['loro influenze e delle loro relazioni, lo straniero, che non ha nessuno di questi pesi da mettervi, trova la bilancia terribilmente difettosa.'];terribilmente difettoso;Einflüsse und Beziehungen, der Fremde, der keine dieser Lasten auf sich nehmen muss, findet das Gleichgewicht schrecklich fehlerhaft;NU;
10687;diacorisCederna3.txt;DiaCoris;Camilla Cederna;L'educanda di Villa d'Este;1948.0;1901-1950;stampa;['l   impresa era terribilmente difficile , ma ella ci si provò .'];terribilmente difficile;das Unternehmen war furchtbar schwierig, aber sie versuchte es;NU;
10692;diacorisVergani1.txt;DiaCoris;Orio Vergani;Guido Da Verona;1949.0;1901-1950;stampa;['era ammalato , terribilmente ammalato : e non lo diceva .'];terribilmente ammalato;er war krank, schrecklich krank: und er sagte es nicht;BU;
