;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
10144;GBorribilmente.csv;Gutenberg; Matilde Serao;Dal vero;1926.0;1901-1950;prosa letteraria;"['nerborute, stringe un flagello, ed indifferente se la discorre con certi altri; un secondo flagellatore sghignazza orribilmente , ed alza la verga quasi volesse continuare ancora.']";sghignazzare orribilmente;"sehnig, eine Geißel umklammernd, und gleichgültig, wenn er mit bestimmten anderen spricht; ein zweiter Geißler kichert fürchterlich und hebt seinen Stab, als wolle er weitermachen";CU;
10150;LLYambo2.txt;Liber Liber;Yambo;L’allevatore di dinosauri;1926.0;1901-1950;prosa letteraria;['subito fummo introdotti nella capanna più vasta, dove il gran re magongo, un vecchio negro affetto da idropisia, ci attendeva con la sua corte, composta di uno stregone, di due guerrieri irti di denti di rinoceronte, e di due donne orribilmente obese.'];orribilmente obeso;wir wurden sogleich in die größte Hütte geführt, wo uns der große Magongo-König, ein alter an Wassersucht leidender Neger, mit seinem Hofstaat erwartete, bestehend aus einem Zauberer, zwei Kriegern, die vor Nashornzähnen strotzten, und zwei entsetzlich fettleibigen Frauen;NU;
10156;GBorribilmente.csv;Gutenberg; Matilde Serao;Piccole anime;1926.0;1901-1950;prosa letteraria;['così fu che mi vinse: e in un momento in cui aloe aveva cavata fuori la spugna del calamaio, impiastricciandosi orribilmente d  inchiostro, le gridai:   aloe, ma non potete star ferma un minuto?'];impiastricciare orribilmente;...und in einem Augenblick, als Aloe den Schwamm aus dem Tintenfaß gezogen hatte, schrecklich mit Tinte beschmiert, schrie ich sie an: Aloe, aber kannst du nicht eine Minute stillhalten?;NU;
10173;GBorribilmente.csv;Gutenberg; Matilde Serao;Vita e avventure di Riccardo Joanna: romanzo;1926.0;1901-1950;prosa letteraria;['stia attento alla sua riputazione, allora: ella si compromette orribilmente con me.'];compromettere orribilmente;achte also auf ihren Ruf: sie legt sich fürchterlich mit mir an;NU;
10183;GBorribilmente.csv;Gutenberg; Matilde Serao;Fior di passione;1926.0;1901-1950;prosa letteraria;['orribilmente e taciturnamente geloso, la lasciò uscire sola.'];orribilmente geloso;schrecklich und schweigsam eifersüchtig ließ er sie allein gehen;NU;
10185;GBorribilmente.csv;Gutenberg; Matilde Serao;Fior di passione;1926.0;1901-1950;prosa letteraria;['ci comprometteremo orribilmente di fronte al cameriere ed all  oste.'];compromettere orribilmente;Wir werden uns vor dem Kellner und dem Gastgeber schrecklich kompromittieren;NU;
10191;diacorisLualdi1.txt;DiaCoris;Adriano Lualdi / Augustea;Mussolini e la musica;1927.0;1901-1950;stampa;"['perché ci si sentiva veramente   in quanto si rappresentava la compagnia di credenti più trascurata da un mondo orribilmente pagano : quella dei compositori di musica   come dei poveri cristi ; e si andava a roma per conquistare , fra tanti altari , un santo patrocinatore alla nostra causa .']";orribilmente pagano;"weil man wirklich fühlte, dass man die Gemeinschaft der Gläubigen repräsentierte, die von einer schrecklichen heidnischen Welt am meisten vernachlässigt wurden: die der Musikkomponisten als arme Christusse; und wir gingen nach Rom, um unter vielen Altären einen Schutzheiligen für unsere Sache zu gewinnen";NU;
10201;GBorribilmente.csv;Gutenberg; Luciano Zùccoli;La freccia nel fianco;1928.0;1901-1950;prosa letteraria;['io soffro orribilmente !'];soffrire orribilmente;ich leide schrecklich;BU;
10222;GBorribilmente.csv;Gutenberg; Luciano Zùccoli;Donne e fanciulle;1928.0;1901-1950;prosa letteraria;['il mio cuore batte troppo, batte orribilmente , e mi fa male.'];battere orribilmente;Mein Herz schlägt zu viel, schlägt fürchterlich und es tut weh;NU;
10227;GBorribilmente.csv;Gutenberg; Luciano Zùccoli;L''amore di Loredana;1928.0;1901-1950;prosa letteraria;"['ma, quantunque seguitasse ancora su quel tono, berto s  avvide che loredana soffriva orribilmente ; era diventata pallida e le sue mani s  erano chiuse per lo spasimo.']";soffrire orribilmente;"aber obwohl sie immer noch in diesem Ton sprach, bemerkte Bert, dass Lorna schrecklich litt; sie war blass geworden und ihre Hände waren vor Schmerz geschlossen";BU;
10243;diacorisCardarelli1.txt;DiaCoris;Vincenzo Cardarelli;Il sole a Picco;1929.0;1901-1950;espositivo;['le nostre due posizioni erano orribilmente scoperte .'];orribilmente scoperto;unsere beiden Positionen waren schrecklich offen;NU;
10246;GBorribilmente.csv;Gutenberg; Umberto Fracchia;Il perduto amore;1929.0;1901-1950;prosa letteraria;['piuttosto il soffitto, rovesciando le pupille che erano velate di bianco, mentre tutto il suo viso color di cera e orribilmente liscio si torceva nello sforzo di attrarre un po   di luce in quei due poveri lumi spenti.'];orribilmente liscio;vielmehr die Decke, die die weiß verschleierten Pupillen umwarf, während sein ganzes wächsernes und schrecklich glattes Gesicht sich in dem Bemühen verzog, etwas Licht in diese zwei dürftigen, matten Lichter zu lenken;BU;
10250;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['il rummo soffriva orribilmente , perchè era un uomo misero e grandioso, poteva far sorridere ed era tragico.'];soffrire orribilmente;Der Rummo litt schrecklich, weil er ein armer und grandioser Mann war, er konnte dich zum Lächeln bringen und es war tragisch;BU;
10251;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['e il cuore gli fece male orribilmente , sempre più male, sempre più male.'];fare male orribilmente;und sein Herz tat entsetzlich weh, immer mehr weh,  immer mehr weh;NU;!
10253;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['esso soffriva orribilmente volendo e non potendo dare l  orribile risposta, perchè doveva dire:   mia moglie non è in casa.'];soffrire orribilmente;er litt furchtbar darunter, die furchtbare Antwort geben zu wollen und nicht zu können, weil er sagen musste: Meine Frau ist nicht zu Hause;NU;
10254;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['ed egli le scacciava, si dibatteva sotto le coltri, mandava gemiti e mugolii tra la barba rabbuffata, soffriva orribilmente , perchè gli pareva di dar ascolto a quelle immaginazioni e di perdersi.'];soffrire orribilmente;und er jagte sie fort, kämpfte unter den Decken, stöhnte und stöhnte durch seinen zerzausten Bart, litt entsetzlich, weil er auf diese Einbildungen zu hören schien und sich verirrte;BU;
10255;GBessere_randomsample.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['soffriva orribilmente e si sentiva sbranare il cuore dall  odio contro le patrie, come se queste fossero state sue nemiche, nemiche di lui solo.'];soffrire orribilmente;er litt entsetzlich und sein Herz wurde vom Hass auf seine Heimatländer zerrissen, als wären diese seine Feinde, Feinde nur von ihm;BU;
10258;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['giacomo rummo soffriva orribilmente sforzandosi di rappresentarsi quali potessero essere in quel momento lo stato e le forze del socialismo nelle nazioni'];soffrire orribilmente;Giacomo Rummo litt schrecklich unter dem Versuch, sich selbst darzustellen, wie der Zustand und die Kräfte des Sozialismus in den Nationen in diesem Moment sein könnten;NU;
10259;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['c  erano bellissime giovanette arabe con grandi occhi neri stupefatti in una faccia di perla, e donne di siria orribilmente tatuate dalla gola fin sopra al mento, e turche di tunisi bestialmente accosciate a terra nell  ozio senza fine, e'];orribilmente tatuato;es gab schöne arabische Mädchen mit großen schwarzen Augen, die in einem Perlengesicht erstaunt waren, und syrische Frauen, die von der Kehle bis zum Kinn schrecklich tätowiert waren, und tunesische Türken, die in endlosem Müßiggang bestialisch auf dem Boden hockten;BU;
10264;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['soffriva orribilmente .'];soffrire orribilmente;er litt schrecklich;BU;
10265;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['il cuore gli fece male orribilmente .'];fare male orribilmente;sein Herz tat fürchterlich weh;NU;
10268;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['e passata l  illusione soffriva orribilmente , soffriva orribilmente come se avesse avute al mondo le cose più care che non aveva, e fosse per perderle.'];soffrire orribilmente;und die Illusion verging, sie litt schrecklich, sie litt schrecklich, als hätte sie das Liebste auf der Welt, das sie nicht hatte, und war daran, es zu verlieren;BU;
10268;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['e passata l  illusione soffriva orribilmente , soffriva orribilmente come se avesse avute al mondo le cose più care che non aveva, e fosse per perderle.'];soffrire orribilmente;und die Illusion verging, sie litt schrecklich, sie litt schrecklich, als hätte sie das Liebste auf der Welt, das sie nicht hatte, und war daran, es zu verlieren;BU;
10274;GBorribilmente.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['soffriva orribilmente e si sentiva sbranare il cuore dall  odio contro le patrie, come se queste fossero state sue nemiche, nemiche di lui solo'];soffrire orribilmente;er litt entsetzlich und sein Herz wurde vom Hass auf seine Heimatländer zerrissen, als wären diese seine Feinde, Feinde nur von ihm;BU;
10279;diacorisPio1.txt;DiaCoris;Pio XI;Quadragesimo anno. Lettera enciclica;1931.0;1901-1950;espositivo;"['ultime conseguenze dello spirito individualistico nella vita economica sono poi quelle che voi stessi , venerabili fratelli e diletti figli , vedete e deplorate ; la libera concorrenza cioè si è da se stessa distrutta ; alla libertà del mercato è sottentrata la egemonia economica ; alla bramosia del lucro è seguita la sfrenata cupidigia del predominio ; e tutta l   economia è così divenuta orribilmente dura , inesorabile , crudele .']";orribilmente duro;"die letzten Folgen des individualistischen Geistes im Wirtschaftsleben sind die, die Sie selbst, ehrwürdige Brüder und geliebte Kinder, sehen und beklagen; das heißt, die freie Konkurrenz hat sich selbst zerstört; die wirtschaftliche Hegemonie hat die Freiheit des Marktes abgelöst; der Profitgier folgte die ungezügelte Dominanzgier; und die ganze Wirtschaft ist dadurch entsetzlich hart, unerbittlich, grausam geworden";NU;
10280;GBorribilmente.csv;Gutenberg; Salvatore Di Giacomo;Novelle Napolitane;1933.0;1901-1950;prosa letteraria;"['soffriva ora orribilmente : l  umido lo avea tutto fradicio dentro; gli passava le ossa, gli dava brividi e febbre.']";soffrire orribilmente;er litt jetzt entsetzlich: die Feuchtigkeit hatte ihn innerlich ganz durchnässt,  ging ihm bis in die Knochen, verursachte ihm Schüttelfrost und Fieber;BU;
10290;GBavere_randomsample.csv;Gutenberg; Salvatore Di Giacomo;Novelle Napolitane;1933.0;1901-1950;prosa letteraria;['era davanti a lui un piccolo uomo, orribilmente magro, pallidissimo, brutto, dall  aria così malata, così triste che il rettore, una persona grassa e piena di salute, aveva terminata in fretta e furia la sua colazione, temendo di doverla interrompere per mancanza di appetito.'];orribilmente magro;vor ihm stand ein kleiner Mann, furchtbar mager, sehr bleich, häßlich, sah so krank aus, so traurig, dass der Rektor, ein dicker und gesunder Mensch, hastig sein Frühstück aufgegessen hatte, weil er befürchtete, er müsse es mangels Appetits unterbrechen;NU;
10317;GBorribilmente.csv;Gutenberg; Grazia Deledda;Dopo il divorzio;1935.0;1901-1950;prosa letteraria;['ah come tutto ciò era bello, orribilmente bello, terribilmente bello!'];orribilmente bello;ach wie schön war das, furchtbar schön, schrecklich schön!;PU;
10324;GBorribilmente.csv;Gutenberg; Luigi Pirandello;Un cavallo nella luna: Novelle;1935.0;1901-1950;prosa letteraria;[', era divenuta insostenibile: quel corpo gigantesco, a cui la morte teneva adunghiato il cervello, si contorceva orribilmente nella lotta incosciente, tremenda, delle ultime forze   e respirava ancora!'];contorcere orribilmente;war unerträglich geworden: dieser riesige Körper, an den der Tod das Gehirn geklammert hielt, wand sich fürchterlich im unbewussten, schrecklichen Kampf der letzten Kräfte und atmete noch;CU;
10340;LLPirandello1.txt;Liber Liber;Luigi Pirandello;Una giornata;1937.0;1901-1950;prosa letteraria;['quando dalla gente accorsa fu tratto fuori, fu uno spavento vederlo tutto orribilmente arso e non ancor morto, anzi furiosamente esaltato, annaspante con le braccia, le fiamme addosso, sugli abiti e nei ricci svolazzanti sul capo.'];orribilmente arso;als er von den herausstürzenden Leuten herausgezogen wurde, war es ein Schrecken, ihn ganz fürchterlich verbrannt und noch nicht tot, ja rasend erhaben zu sehen, mit den Armen keuchend, die Flammen auf ihm, auf seinen Kleidern und in den flatternden Locken...;CU;
10340;LLPirandello1.txt;Liber Liber;Luigi Pirandello;Una giornata;1937.0;1901-1950;prosa letteraria;['aveva veduto soltanto che la grande teneva acciuffata la piccola per i capelli sulle tempie, e che questi capelli della piccola erano rossi di rame, e una sua mano, come artigliata, sulla faccia della grande, che le tirava da sotto orribilmente un occhio, scoprendone tutto il bianco, fin quasi a farlo schizzar fuori.'];tirare orribilmente;er hatte nur gesehen, dass die Große die Kleine an den Schläfen an den Haaren hielt, und dass die Haare des kleinen Mädchens rotkupfern waren, und eine Hand wie mit Krallen auf dem Gesicht der Großen, die fürchterlich von unten an einem Auge zog , wodurch es das ganze Weiß enthüllt wurde, fast bis zu dem Punkt, an dem es heraussprang;BU;
10340;LLPirandello1.txt;Liber Liber;Luigi Pirandello;Una giornata;1937.0;1901-1950;prosa letteraria;"['ora ci abitava lui, il signore ridotto peggio del pi miserabile contadino; vestito ancora d un abito da signore che addosso a lui appariva orribilmente più strappato e unto che addosso a un mendicante che l avesse avuto in elemosina.']";orribilmente strappato;"jetzt lebte er dort, der Herr, schlechter dran als der elendste Bauer; immer noch in einem Herrenanzug, der an ihm schrecklich zerrissener und schmieriger aussah als an einem Bettler, der es als Almosen bekommen hatte";NU;
10354;GBorribilmente.csv;Gutenberg; Gabriele D''Annunzio;Forse che sì forse che no;1937.0;1901-1950;prosa letteraria;['il capo del compagno già grave di grumi, non quando aveva preso nelle sue braccia il corpo inerte sentendo le ossa cedere orribilmente , non quando lo aveva avvolto nella ruvida porpora e composto sul letto di guerra, né quando per tutta la notte aveva'];cedere orribilmente;der Kopf seines Kameraden schon schwer von Klumpen, nicht, als er den trägen Körper in seine Arme genommen hatte und spürte, wie die Knochen schrecklich nachgaben, nicht, als er ihn in den groben Purpur gehüllt und auf dem Kriegsbett geschminkt hatte, noch...;CU;
10420;GBorribilmente.csv;Gutenberg; Arturo Bianchi;I ladri della pace;1938.0;1901-1950;prosa letteraria;['n  ebbe contuse orribilmente le interiora per aver battuto il suo globo contro una colonnetta di granito, detta paracarro, sulla strada'];contundersi orribilmente;hatte sich fürchterlich die Eingeweide geprellt, weil er mit seiner Kugel gegen eine Granitsäule, Bordstein genannt, auf der Straße gestoßen war;NU;
10422;GBorribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['; barbe formate, anzichè di peli, di lunghe e fini escrescenze carnose, verdastre come licheni, grumose come la muffa, orribilmente vive come le ventose dei pólipi.']";orribilmente vivo;statt Haaren bildeten sich Bärte aus langen und feinen fleischigen Gewächsen, grünlich wie Flechten, klumpig wie Schimmel, schrecklich lebendig wie die Saugnäpfe der Pólipi;CU;
10435;GBanche_randomsample.csv;Gutenberg; Guido da Verona;L''amore che torna: romanzo;1938.0;1901-1950;prosa letteraria;['una donna   penserai   che adopera le perle anche in cipria, deve costarti orribilmente caro!'];orribilmente caro;du wirst denken, dass eine Frau auch Perlen im Gesichtspuder verwendet, es muss schrecklich teuer sein!;NU;
10512;GBorribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;['quando infine lo squarcio fu così vasto che il toro potè strapparne le corna divenute orribilmente rosse, tosto i  capeadores , agitando mantelli, riuscirono ad allontanarlo dal cavaliere disarcionato.'];orribilmente rosso;als die Wunde endlich so groß war, dass der Stier seine fürchterlich rot gewordenen Hörner abreißen konnte, gelang es den Capeadores, sie mit wehenden Mänteln bald von dem ungesattelten Ritter wegzustoßen;BU;
10517;GBorribilmente.csv;Gutenberg; Guido da Verona;"Sciogli la treccia, Maria Maddalena; romanzo";1938.0;1901-1950;prosa letteraria;"['divina sorgente; le fisionomie, tra quel barlume di ceri e quella nebbia di sacra fuliggine, assumevano un non so che di orribilmente spettrale; un silenzio, non interrotto che dallo strisciar de   piedi, lasciava udire il gorgoglio che l  acqua scarsa']";orribilmente spettrale;"...die Züge, zwischen diesem Kerzenschimmer und diesem Nebel aus heiligem Ruß, nahmen etwas schrecklich Gespenstisches an; eine Stille, nur unterbrochen vom Kriechen der Füße, ließ uns das Gurgeln des knappen Wassers hören";BU;
10573;GBorribilmente.csv;Gutenberg; Roberto Bracco;Il piccolo santo: Dramma in cinque atti;1942.0;1901-1950;prosa letteraria;['riconosco che sono stato orribilmente ingiusto con te.'];orribilmente ingiusto;ich erkenne an, dass ich dir gegenüber schrecklich unfair war;NU;
10576;GBorribilmente.csv;Gutenberg; Roberto Bracco;Nemmeno un bacio: Dramma in tre atti e un epilogo;1942.0;1901-1950;prosa letteraria;['è una sevizia orribilmente complicata da cui neppure il più nobile sforzo di altruismo potrebbe liberarmi.'];orribilmente complicato;es ist eine entsetzlich komplizierte Folter, von der mich nicht einmal die edelste Anstrengung des Altruismus befreien könnte;NU;
10587;GBorribilmente.csv;Gutenberg; Roberto Bracco;Nellina: Dramma in tre atti: (Taken from Roberto Bracco Teatro, Vol. VII);1942.0;1901-1950;prosa letteraria;['cesare _ con gli occhi orribilmente aperti, che non riesce a distogliere da lei, cade, di peso, sopra una sedia.'];orribilmente aperto;mit fürchterlich offenen Augen, die er nicht von ihr nehmen kann, fällt er schwer auf einen Stuhl;BU;
10590;GBorribilmente.csv;Gutenberg; Roberto Bracco;Il frutto acerbo: Commedia in tre atti;1942.0;1901-1950;prosa letteraria;['siete crudele, sì, siete crudele: orribilmente crudele!'];orribilmente crudele;ihr seid grausam, ja, ihr seid grausam: entsetzlich grausam!;BU;
10591;GBorribilmente.csv;Gutenberg; Roberto Bracco;Una donna;1942.0;1901-1950;prosa letteraria;['ma se tu guardassi dentro il mio segreto, comprenderesti come, pure essendo vissuta così orribilmente , io debba ribellarmi ora alla brutalità dell  uomo che non amo.'];vissuto orribilmente;aber wenn du hinter mein Geheimnis schauen würdest, würdest du verstehen, wie ich, obwohl ich so schrecklich gelebt habe, jetzt gegen die Brutalität des Mannes rebellieren muss, den ich nicht liebe;CU;
10618;GBorribilmente.csv;Gutenberg; Roberto Bracco;Nellina: Dramma in tre atti: (Taken from Roberto Bracco Teatro, Vol. VII);1942.0;1901-1950;prosa letteraria;['ben presto sarò un uomo orribilmente logoro.'];orribilmente logoro;Ich werde bald ein schrecklich erschöpfter Mann sein;NU;
10677;LLBertinetti2.txt;Liber Liber;Giovanni Bertinetti;Le orecchie di Meo;1945.0;1901-1950;prosa letteraria;['orribilmente sbagliati.'];orribilmente sbagliato;schrecklich falsch;NU;
10684;diacorisBuzzati2.txt;DiaCoris;Dino Buzzanti / Il Corriere della Sera;Un'ombra gira tra noi;1946.0;1901-1950;stampa;"['negli appartamenti vicini continuavano , fra tintinnio di posate e stanchi dialoghi , i pranzi familiari come nulla fosse successo , e poi le luci ad una ad una si spensero , solo rimase accesa nel cortile quell   unica finestra al primo piano , e i ritardatari , passando , pensarono che lassù forse un bambino era ammalato , o una mamma era rimasta alzata tardi a lavorare , o altra scena , dietro quei vetri , di notturna intimità domestica ; e invece là tutto era silenzioso e immobile ; orribilmente fermi come pietre i quattro corpi di cui il più piccolo seduto sul seggiolone con la testa piegata da una parte come per un sonno improvviso , e fermo oramai anche il sangue i cui rigagnoli , simili a polipi immondi , lucevano sempre meno ai riflessi della lampadina di    candele , facendosi sempre più neri .']";orribilmente fermo;"...und die Nachzügler, die vorbeigingen, dachten, vielleicht sei dort oben ein Kind krank, oder eine Mutter sei lange aufgeblieben, um zu arbeiten, oder eine andere Szene hinter diesen Fenstern nächtlicher häuslicher Intimität; und stattdessen war dort alles still und bewegungslos; schrecklich still wie Steine ??die vier Körper, von denen der kleinste mit schiefgelegtem Kopf wie aus einem plötzlichen Schlaf auf dem Hochstuhl saß, und jetzt auch das Blut, dessen Ströme, schmutzigen Polypen ähnlich, immer weniger den Spiegelungen glänzten der Kerzenbirne, immer schwarzer werdend";BU;
10695;diacorisLevi2.txt;DiaCoris;Carlo Levi;L'orologio;1950.0;1901-1950;espositivo;['la gonna le era risalita sul ventre , e lasciava scoperte le coscie nude , orribilmente bianche .'];orribilmente bianco;ihr Rock war über ihren Bauch gestiegen und hatte ihre nackten, schrecklich weißen Schenkel unbedeckt gelassen;NU;
